Jaar;Dag;Van tot datum;Weeknummer;Tijden Van ;Tijden Tot;Evenement;Locatie
2012;zaterdag;12/05/2012;19;08:00;18:00;Dag van het aangespannen paard;Yalelaan
2012;vrijdag;11/05/2012;19;08:00;10:30;Domdomdomrally;Domplein
2012;Vrijdagavonden ;11-05-2012 t/m 28-09-2012;19;;;Skate Parade;Lucasbolwerk 
2012;zaterdag;12/05/2012;19;10:00;17:00;Braderie WKC Rokade;WKC Rokade
2012;zondag;13/05/2012;19;08:00;16:00;Classico Giro Utrecht;Olympos, Universiteitscentrum Uithof
2012;zaterdag;12/05/2012;19;12:00;18:00;Cricket in het park;Wilhelminapark
2012;zaterdag;12/05/2012;19;09:30;13:00;Kindervrijmarkt Lunetten;Hondsrug
2012;zaterdag;12/05/2012;19;11:00;17:00;Parapluvergunning Molenerf de Ster Nationale Molendag;Molenerf de Ster
2012;zaterdag;12/05/2012;19;10:00;17:00;Plaatsing tenten moskee;Bernadottelaan
2012;zaterdag;12/05/2012;19;12:00;19:50;promotie de Utrechtse Popprijs;Mariaplaats
2012;zaterdag;12/05/2012;19;12:00;19:50;promotie de Utrechtse Popprijs;Tolsteegbarriere
2012;zaterdag;12/05/2012;19;12:00;19:50;promotie de Utrechtse Popprijs;Vredenburg
2012;zaterdag;12/05/2012;19;12:00;19:50;promotie de Utrechtse Popprijs;Lepelenburg
2012;zaterdag;12/05/2012;19;12:00;19:50;promotie de Utrechtse Popprijs;Domplein
2012;zaterdag;12/05/2012;19;12:00;19:50;promotie de Utrechtse Popprijs;Korte Minrebroederstraat
2012;zaterdag;12/05/2012;19;12:00;19:50;promotie de Utrechtse Popprijs;Neude
2012;zaterdag;12/05/2012;19;12:00;19:50;promotie de Utrechtse Popprijs;Janskerkhof
2012;zondag;13/05/2012;19;13:00;18:00;Cultuurplein het Groene Sticht;Ab Harrewijnstraat
2012;donderdag;19/07/2012;19;20:30;23:00;Las Nueve Open Air Tango;Korte Minrebroederstraat
2012;donderdag;17-05-2012 t/m 26-05-2012;20;;;Festival aan de werf;Lucasbolwerk
2012;donderdag;17-05-2012 t/m 26-05-2012;20;;;Festival aan de werf;Noorderstraat
2012;donderdag;17-05-2012 t/m 26-05-2012;20;;;Festival aan de werf;Ganzenmarkt 
2012;donderdag;17-05-2012 t/m 26-05-2012;20;;;Festival aan de werf;Tolsteegplantsoen
2012;donderdag;17-05-2012 t/m 26-05-2012;20;;;Festival aan de werf;Hoog Catharijne
2012;donderdag;17-05-2012 t/m 26-05-2012;20;;;Festival aan de werf;Neude
2012;maandag;14/05/2012;20;17:00;23:00;ZesUursLoop;Wilhelminapark 
2012;donderdag;17/05/2012;20;11:00;23:00;AHC Festival: Stoornis;Savannahweg
2012;woensdag;16/05/2012;20;05:00;19:00;Filmopnames het Bombardement;Pelmolenweg
2012;donderdag;17-05-2012 t/m 19-05-2012;20;07:00;19:00;Filmopnames het Bombardement;Pausdam
2012;donderdag;17-05-2012 t/m 19-05-2012;20;07:00;19:00;Filmopnames het Bombardement;Kromme Nieuwegracht
2012;donderdag;17-05-2012 t/m 19-05-2012;20;07:00;19:00;Filmopnames het Bombardement;Achter de Dom
2012;donderdag;17-05-2012 t/m 19-05-2012;20;07:00;19:00;Filmopnames het Bombardement;Nieuwegracht
2012;donderdag;17-05-2012 t/m 19-05-2012;20;07:00;19:00;Filmopnames het Bombardement;Domplein
2012;donderdag;17-05-2012 t/m 19-05-2012;20;07:00;19:00;Filmopnames het Bombardement;Geertekerkhof
2012;donderdag;17/05/2012;20;20:30;23:00;Las Nueve Open Air Tango;Korte Minrebroederstraat
2012;donderdag;17/05/2012;20;12:00;16:00;Rondje Corps;Janskerkhof
2012;vrijdag;18/05/2012;20;13:00;20:00;Sportexperience plantage;Plantage
2012;zaterdag;19/05/2012;20;09:00;17:00;Braderie Vasco da gamalaan;Vasco da gamalaan
2012;zaterdag;19-05-2012 t/m 04-06-2012;20;;;Objectvergunning Kunstproject Stationsgebied;Jaarbeursplein
2012;zaterdag;19/05/2012;20;12:00;18:00;Parapluvergunning Molenerf de Ster Bierbrouwersfestival;Molenerf de Ster
2012;zaterdag;19/05/2012;20;08:00;17:30;Rommelmarkt ons ondiep;Ondiep
2012;zaterdag;19/05/2012;20;16:00;22:00;Verjaardagsfeest weerdsingel;Weerdsingel
2012;zondag;20/05/2012;20;13:00;17:00;Annie MG Smidtdag;Stadhuisbrug
2012;zaterdag;20/05/2012;20;10:00;16:00;Unicef loop vleuten;Het lint
2012;donderdag;17-05-2012 t/m 26-05-2012;20;;;Festival aan de werf;Janskerkhof
2012;maandag;21-05-2012 t/m 24-05-2012;21;17:00;20:00;57e avondvierdaagse noordwest;Klokkenveld
2012;maandag;21-05-2012 t/m 22-05-2012;21;18:30;20:30;Avondtweedaagse Parkschool;van Riebeeckstraat
2012;maandag;21-05-2012 t/m 24-05-2012;21;19:00;21:00;Avondvierdaagse Koningsweg/Vechtzoom;Koningsweg
2012;maandag;21-05-2012 t/m 24-05-2012;21;19:00;21:00;Avondvierdaagse Koningsweg/Vechtzoom;Vechtzoom
2012;maandag;21/05/2012;21;09:00;15:00;Verkeersplein ;De Plantage
2012;dinsdag;22-05-2012 t/m 25-05-2012;21;09:00;15:00;10 jaar Arcade;Pauwoogvlinder
2012;woensdag;24-05-2012 t/m 27-05-2012;21;17:00 15:00;23:00 23:00;Uitgekookt;Lepelenburg
2012;zondag;27/05/2012;21;12:00;17:00;Hoogtijdagen;Castellum Hogewoerd
2012;woensdag;23/05/2012;21;11:00;13:00;Opening Verkeersviaduct A27;Station Lunetten
2012;woensdag;23/05/2012;21;13:00;17:00;Wondertime Utrecht;Park de Gagel
2012;woensdag;23/05/2012;21;19:00;20:30;Zomeravondcup Hellas Atletiek;Atletiekbaan Overvecht
2012;donderdag;24/05/2012;21;11:30;15:00;150e jaarvergadering KVLO;Jaarbeursplein
2012;donderdag;24/05/2012;21;20:30;23:00;Las Nueve Open Air Tango;Korte Minrebroederstraat
2012;vrijdag;25/05/2012;21;13:00;15:15;Sponsorloop jenaplanschool;Bladstraat
2012;vrijdag;25/05/2012;21;13:00;17:30;sporttoernooi WK-ISK;Park de Watertoren
2012;zondag;27/05/2012;21;11:00;18:00;Golden tentfeest;Joostenlaan
2012;zaterdag;26/05/2012;21;13:30;16:30;Limesreis 2012;Domplein
2012;zaterdag;26/05/2012;21;12:00;23:00;Nacht van de fooi;Domplein
2012;zaterdag;26/05/2012;21;12:00;23:00;Nacht van de fooi ;Korte Minrebroederstraat
2012;zaterdag;26/05/2012;21;09:30;17:00;Opening Bever Zwerfsport;st. Jacobstraat
2012;zaterdag;26/05/2012;21;10:00;16:00;Run for Rabies;Yalelaan 
2012;zaterdag;26-05-2012 t/m 27-05-2012;21;;;Wereldrecordpoging veldhockeywedstrijd;Sportpark Nieuw Welgelegen
2012;zaterdag;26/05/2012;21;11:00;17:00;Zelfgemaakte Markt;Mariaplaats
2012;zondag;27-05-2012 t/m 28-05-2012;21;09:00;18:00;De Utrechtse buitenmarkt;Griftpark
2012;zondag;27/05/2012;21;12:00;20:00;Roeiregatta Weerdsluis;Weerdsluis
2012;maandag;28/05/2012;22;10:00;16:00;Campina open boerderijdag;Thematerkade
2012;zondag;;22;13:00;19:30;Objecten Culturele Zondag Utrecht Danst!;Mariaplaats
2012;zondag;;22;13:00;19:30;Objecten Culturele Zondag Utrecht Danst!;Korte Minrebroederstraat
2012;zondag;;22;13:00;19:30;Objecten Culturele Zondag Utrecht Danst!;Domplein
2012;zondag;;22;13:00;19:30;Objecten Culturele Zondag Utrecht Danst!;Lepelenburg
2012;zondag;;22;13:00;19:30;Objecten Culturele Zondag Utrecht Danst!;Stadhuisbrug
2012;zondag;;22;13:00;19:30;Objecten Culturele Zondag Utrecht Danst!;Neude
2012;dinsdag;29-05-2012 t/m 01-06-2012;22;17:30;21:30;Avondvierdaagse Oog in Al;Victor Hugoplantsoen en route
2012;vrijdag;01-06-2012 t/m 03-06-2012;22;19:00 21:00 12:00;02:00 02:30 22:00;KPJ Boerendag;Thematerkade
2012;woensdag;30/05/2012;22;10:00;17:00;Parapluvergunning Vleuterweide;WKC Vleuterweide
2012;donderdag;31/05/2012;22;12:00;16:00;ING Prijsschieten maliebaan;Maliebaan
2012;donderdag;31/05/2012;22;20:30;23:00;Las Nueve Open Air Tango;Korte Minrebroederstraat
2012;donderdag;31/05/2012;22;18:00;23:30;Tango Touch;Korte Minrebroederstraat
2012;zaterdag;02/06/2012;22;10:00;16:00;Dag van de bouw Lunetten;Tussen de Rails
2012;vrijdag;01/06/2012;22;14:15;16:00;Nationale Dag Vermiste personen;Moreelsepark
2012;vrijdag;01-06-2012 t/m 03-06-2012;22;10:00;18:00;Rode loperdagen Oudkerkhof;Oudkerkhof
2012;zaterdag;01/06/2012;22;14:00;17:00;Utrecht manifest;Rotsoord en route
2012;zaterdag;02/06/2012;22;13:00;21:00;Benefietconcert Veritas;Lepelenburg
2012;zondag;03/06/2012;22;13:00;19:30;Culturele Zondag Utrecht Danst!;Mariaplaats
2012;zondag;03/06/2012;22;13:00;19:30;Culturele Zondag Utrecht Danst!;Domplein
2012;zondag;03/06/2012;22;13:00;19:30;Culturele Zondag Utrecht Danst!;Korte Minrebroederstraat
2012;zondag;03/06/2012;22;13:00;19:30;Culturele Zondag Utrecht Danst!;Lepelenburg
2012;zondag;03/06/2012;22;13:00;19:30;Culturele Zondag Utrecht Danst!;Stadhuisbrug
2012;zondag;03/06/2012;22;13:00;19:30;Culturele Zondag Utrecht Danst!;Voorstraat
2012;zondag;03/06/2012;22;13:00;19:30;Culturele Zondag Utrecht Danst!;Vredenburg
2012;zondag;03/06/2012;22;13:00;19:30;Culturele Zondag Utrecht Danst!;Potterstraat
2012;zondag;03/06/2012;22;13:00;19:30;Culturele Zondag Utrecht Danst!;Jansveld
2012;zondag;03/06/2012;22;13:00;19:30;Culturele Zondag Utrecht Danst!;Achter Clarenburg
2012;zondag;03/06/2012;22;13:00;19:30;Culturele Zondag Utrecht Danst!;Oudegracht
2012;zondag;03/06/2012;22;13:00;19:30;Culturele Zondag Utrecht Danst!;Tuin Karel V
2012;zaterdag;02/06/2012;22;10:00;16:00;Dag van de bouw Antonius ziekenhuis;Soestwetering
2012;zaterdag;02/06/2012;22;10:00;16:00;Dag van de bouw Diaconessenhuis;Fockema Andrealaan
2012;zaterdag;02/06/2012;22;10:00;16:00;Dag van de Bouw Helling;Helling
2012;zaterdag;02/06/2012;22;10:00;16:00;Dag van de bouw Mineurslaan;Mineurslaan 
2012;zaterdag;02/06/2012;22;10:00;16:00;Dag van de bouw Smakkelaarsveld;Smakkelaarsveld
2012;zaterdag;02/06/2012;22;10:00;16:00;Dag van de Bouw Stadskantoor;Mineurslaan
2012;zondag;03/06/2012;22;13:00;19:30;Culturele Zondag Utrecht Danst!;Janskerkhof
2012;zaterdag;02/06/2012;22;12:00;16:00;Jaarfeest WKC Parkwijk;WKC Parkwijk
2012;zaterdag;02/06/2012;22;09:00;16:00;Limes Grasvolleybaltoernooi;Maximapark
2012;zaterdag;02/06/2012;22;12:30;15:30;opening de letters van utrecht;Oudegracht
2012;zaterdag;02/06/2012;22;;;Parapluvergunning Belangenvereniging Hoog Catharijne ;Hoog Catharijne
2012;zaterdag;02/06/2012;22;09:00;18:00;Rommelmarkt Wolgadreef;Wolgadreef
2012;zaterdag;02/06/2012;22;12:00;15:30;Stadsdag Utrecht;Hamburgerstraat
2012;zaterdag;02/06/2012;22;15:00;23:00;Verjaardagsfeest op Vlieland;Vlieland
2012;zaterdag;02/06/2012;22;09:00;17:00;WKZ Whistler dag;Burchtpoort
2012;zaterdag;02/06/2012;22;12:00;16:00;Zingend Glas;Burchtpoort
2012;zaterdag;02-06-2012 t/m 03-06-2012;22;10:00 11:00 ;17:00 17:00;Zomermarkt WKC overvecht;Wkc Overvecht
2012;zondag;03/06/2012;22;13:00;19:30;Culturele Zondag Utrecht Danst!;Neude
2012;zondag;03/06/2012;22;11:00;17:00;Brocante markt;Mariaplaats
2012;zondag;03/06/2012;22;13:00;18:00;Dag van het Cereolpark;Kanaalweg
2012;zondag;03/06/2012;22;13:00;16:00;Dag van het Park Arkpark;Arkpark
2012;zondag;03/06/2012;22;13:00;17:00;Dag van het park de Gagel;Park de Gagel
2012;zondag;03/06/2012;22;12:30;16:00;dag van het park julianapark;Julianapark
2012;zondag;03/06/2012;22;12:00;17:00;Dag van het Park LR;Slingerlingerpark
2012;zondag;03/06/2012;22;11:00;18:00;Dag van het park maxima;Maximapark
2012;zondag;03/06/2012;22;13:00;17:00;Dag van het Park Voorveldsepolder;Voorveldsepolder
2012;zondag;03/06/2012;22;12:00;19:00;Dag van het Wilhelminapark;Wilhelminapark
2012;zondag;03/06/2012;22;11:00;18:00;De streekmarkt;Twijnstraat
2012;zondag;03/06/2012;22;11:00;14:30;Lintloop Max;Het Lint
2012;zondag;03/06/2012;22;13:00;19:00;Lions utrecht novum klootschieten;Wielrevelt
2012;zondag;03/06/2012;22;;;Parapluvergunning Belangenvereniging Hoog Catharijne ;Hoog Catharijne
2012;zondag;03/06/2012;22;09:00;17:00;Parapluvergunning Vleuterweide;WKC Vleuterweide 
2012;zondag;03/06/2012;22;12:30;15:30;Picknick Waterwinpark;Waterwinpark
2012;woensdag;06-06-2012 t/m 10-06-2012;23;;;Kermis de Meern;Meerndijk
2012;dinsdag;05-06-2012 t/m 08-06-2012;23;17:00;21:00;Avondvierdaagse Leidsche Rijn;Amaliapark en route
2012;woensdag;06/06/2012;23;13:00;16:00;Straattekenen;Wilem de Zwijgerplantsoen
2012;woensdag;06/06/2012;23;13:00;17:00;Wondertime Utrecht;Park de Gagel
2012;woensdag; 6-06-2012;23;19:00;20:30;Zomeravondcup Hellas Atletiek;Atletiekbaan Overvecht
2012;donderdag;07/06/2012;23;19:00;01:00;Alcmaeon Festival;Park de Watertoren
2012;donderdag;07/06/2012;23;20:30;23:00;Las Nueve Open Air Tango;Korte Minrebroederstraat
2012;vrijdag;08/06/2012;23;19:00;01:00;Elevator Sessions;van Lieflandlaan
2012;vrijdag;08/06/2012;23;12:00;16:00;ING Prijsschieten roelantdreef;Roelantdreef
2012;Vrijdag;08/06/2012;23;14:30;18:00;Opening Activiteiten Centrum;Juliusstraat 9
2012;vrijdag;08/06/2012;23;08:30;12:00;Sponsorloop Steve Bikostraat;Steve Bikostraat
2012;vrijdag;08-06-2012 t/m 02-07-2012;23;10:00;00:00;EK Schermen Neutje;Neude
2012;zaterdag;09/06/2012;23;15:30;17:30;Boekpresentatie Nova Zembla;Karel Doormanlaan/Willem Barentzstraat
2012;zaterdag;09/06/2012;23;09:00;17:00;Dag van de Munt;Leidseweg
2012;zaterdag;09-06-2012 t/m 01-07-2012;23;18:00;23:00;EK Eetcafe de poort;Tolsteegbarriere
2012;zaterdag;09-06-2012 t/m 01-07-2012;23;;;Ek Schemen Delano;Mariaplaats
2012;zaterdag;09-06-2012 t/m 01-07-2012;23;;;EK Schermen Aperativo;Vinkenburgstraat
2012;zondag;09-06-2012 t/m 01-07-2012;23;;;EK Schermen de Zaak;Korte Minrebroederstraat
2012;zaterdag;09-06-2012 t/m 01-07-2012;23;;;EK Schermen Dikke Dries;Oudkerkhof
2012;zaterdag;09-06-2012 t/m 01-07-2012;23;;;EK Schermen Lofen;Domplein
2012;zaterdag;09-06-2012 t/m 01-07-2012;23;;;EK schermen Ouwe dikke dries;Waterstraat
2012;zaterdag;09-06-2012 t/m 01-07-2012;23;;;EK Schermen Tolsteegbrug;Tolsteegbarriere
2012;zaterdag;09/06/2012;23;10:00;17:00;Filmopnames Spa Citroen;WKC Vleuterweide
2012;zondag;10/06/2012;23;12:00;21:00;OpenLab 2012;Uraniumweg
2012;zaterdag;09/06/2012;23;14:00;17:00;Utrecht manifest;Rotsoord en route
2012;zaterdag;09-06-2012 t/m 01-07-2012;23;15:00;00:00;EK Schermen de Beurs;Neude
2012;zondag;10/06/2012;23;10:00;17:00;Landgoeddag;Thematerweg
2012;dinsdag;12-06-2012 t/m 15-06-2012;24;18:30;22:00;Avondvierdaagse Vleuten de Meern;Sportpark Fletiomare en route
2012;woensdag;13/06/2012;24;13:00;17:00;Buitenspeeldag Oorsprongpark;Oorsprongpark
2012;woensdag;13/06/2012;24;13:00;17:00;Buitenspeeldag Teunisbloemlaan;Teunisbloemlaan
2012;woensdag;13-06-2012 t/m 17-06-2012;24;19:30;20:30;Harmonie orkest Vleuten;Maximapark
2012;woensdag;13/06/2012;24;12:00;16:01;ING Prijsschieten kanaleneiland;Hammarskjóldhof
2012;woensdag;15-06-2012 t/m 20-06-2012;24;13:00;00:00;Kermis Griftpark;Griftpark
2012;woensdag;13/06/2012;24;13:00;16:00;Landelijke straatspeeldag;Mariëndaalstraat 25
2012;woensdag;13/06/2012;24;10:00;18:00;Opening Klokkeveld;Marnixlaan
2012;donderdag;14/06/2012;24;20:30;23:00;Las Nueve Open Air Tango;Korte Minrebroederstraat
2012;donderdag;14/06/2012;24;10:00;20:00;Platen en CD Beurs;Vredenburg
2012;vrijdag;15-06-2012 t/m 16-06-2012;24;20:00;01:00;Midzomergrachtfestival;Oudegracht
2012;zaterdag;16/06/2012;24;09:00;17:00;Braderie rijnlaan ;Rijnlaan
2012;zaterdag;16/06/2012;24;14:00;21:00;Proef de wijk Wittevrouwen;Veeartsenijpad
2012;zaterdag;16/06/2012;24;14:00;17:00;Utrecht manifest;Rotsoord en route
2012;zaterdag;16/06/2012;24;10:00;01:00;Volleybaltoernooi Oog in Al;Händelstraat
2012;zaterdag;16/06/2012;24;10:00;17:00;Wondertime Utrecht;WKC de Gagelhof
2012;zondag;17/06/2012;24;14:00;18:00;Classic car meeting;Dorpsplein
2012;zondag;17/06/2012;24;13:00;17:00;Lazy Sunday Afternoon;Lepelenburg
2012;zondag;17/06/2012;24;12:00;18:00;Parapluvergunning Molenerf de Ster Korenfestival;Molenerf de Ster
2012;zondag;17/06/2012;24;10:00;17:00;Parapluvergunning Vleuterweide;WKC Vleuterweide
2012;zondag;17/06/2012;24;12:00;20:00;Streetball Masters;Vredenburg
2012;woensdag;20/06/2012;25;17:00;20:30;Borrel advocaten van Riet;Euclideslaan
2012;woensdag;20/06/2012;25;14:00;18:00;Preventiedag Veiligheid Studentencomplex;IBB Laan
2012;woensdag;20/06/2012;25;09:30;14:30;Trouwfeest Oereo en Sheila;Haarrijnse Plas
2012;donderdag;21/06/2012;25;20:30;23:00;Las Nueve Open Air Tango;Korte Minrebroederstraat
2012;donderdag;21/06/2012;25;16:30;18:30;Zomerfeest;Teunisbloemlaan
2012;vrijdag;22/06/2012;25;19:30;23:55;Haar-ing party;Brink, Haarzuilens
2012;vrijdag;22/06/2012;25;08:00;23:00;Objecten Hogeschool Utrecht;Oudenoord 
2012;zaterdag;23/06/2012;25;14:00;17:00;PANN Roze recordpoging ballonnen opblazen;Neude
2012;zaterdag;23/06/2012;25;09:00;17:00;Braderie de Plantage;Plantage
2012;zaterdag;23-06-2012 t/m 24-06-2012;25;08:00 13:00 ;18:00 17:00;Jaarlijkse rommelmarkt M. de Visserstraat;M. de Visserstraat en omliggende straten
2012;zaterdag;23/06/2012;25;12:00;16:00;Midzomergrachtfestival infostand;Stadhuisbrug
2012;zaterdag;23/06/2012;25;11:00;15:00;Ondernemersboulevard;Hondsrug
2012;zaterdag;23/06/2012;25;13:00;14:30;Paella bakken;Domplein
2012;zaterdag;23/06/2012;25;10:00;21:00;Parapluvergunning Vleuterweide;WKC Vleuterweide 
2012;zaterdag;23/06/2012;25;12:00;18:00;Zingende Beelden;Maximapark
2012;zaterdag;23/06/2012;25;10:00;12:30;Zomerfeest Koko kinderopvang;Sint Pietersberg
2012;zaterdag;23/06/2012;25;10:00;17:00;Zuilens volksfeest;Amsterdamsestraatweg
2012;zondag;24/06/2012;25;13:00;19:00;Activiteitendag Griftpark;Griftpark
2012;zondag;24/06/2012;25;13:30;17:00;Buurtfeest Zwanenvechtplantsoen;Zwanenvechtlaan
2012;zondag;24/06/2012;25;09:00;17:00;Jaarmarkt Kanaleneiland;WKC Kanaleneiland
2012;zondag;24/06/2012;25;10:00;18:00;Lombok voetbalt;Majellapark
2012;zondag;24/06/2012;25;12:00;18:00;open dag HDC Utreg;Rotsoord
2012;zondag;24/06/2012;25;12:00;18:00;Open huis buurtcentrum de Leeuw;Samuel van Houtenstraat
2012;zondag;24/06/2012;25;10:00;20:00;Parkdag Midzomergrachtfestival;Lepelenburg
2012;zondag;24/06/2012;25;13:00;18:30;Schimmelpleinfestival;Schimmelplein
2012;zaterdag;30/06/2012;26;12:00;23:00;de Beschaving;Botanische tuinen
2012;woensdag;27/06/2012;26;13:00;17:00;Wondertime Utrecht;Park de gagel
2012;donderdag;28/06/2012;26;16:00;21:00;Electric ScooterXperience;Vredenburg
2012;donderdag;28/06/2012;26;20:30;23:00;Las Nueve Open Air Tango;Korte Minrebroederstraat
2012;donderdag;28-06-2012 t/m 29-06-2012;26;;;Filmopnamen Vismarkt;Vismarkt
2012;zatedag;30/06/2012;26;09:00;17:00;Braderie WKC De Klop;WKC De Klop
2012;zaterdag;30/06/2012;26;09:00;18:00;Open dag FC Utrecht;Stadion Galgenwaard
2012;zaterdag;30/06/2012;26;06:00;23:00;Wijkfeest Wittevrouwen;Veeartsenijstraat
2012;zaterdag;30/06/2012;26;06:00;23:00;Wijkfeest Wittevrouwen;Gildstraat
2012;zaterdag;30/06/2012;26;06:00;23:00;Wijkfeest Wittevrouwen;Hoefijzerstraat
2012;zaterdag;30/06/2012;26;18:00;00:00;Loveland Fight Cancer tour;Neude
2012;zaterdag;30/06/2012;26;11:00;13:00;Kidz4 Fun;Robijnhof
2012;zaterdag;30/06/2012;26;08:00;16:00;Rommelmarkt Schaakwijk;Grootmeesterplein
2012;zaterdag;30/06/2012;26;12:00;17:30;Utregse Meidenloop;Lepelenburg
2012;zaterdag;30/06/2012;26;12:00;17:30;Utregse Meidenloop;Domplein
2012;zaterdag;30/06/2012;26;13:00;17:00;YD BBQ;Maximapark
2012;zaterdag;30/06/2012;26;11:00;17:00;Zelfgemaakte Markt;Mariaplaats
2012;maandag;30/06/2012;26;09:00;18:00;Buurtfeest Vechtzoom;Japuradreef
2012;zondag;01/07/2012;26;13:00;19:00;Activiteitendag Griftpark;Griftpark
2012;zondag;01/07/2012;26;11:00;17:00;Brocante markt;Mariaplaats
2012;zondag;5 zondagen in die periode;26;14:00;20:00;Soul Sundays;Tolsteegbarriere
2012;zondag;01/07/2012;26;09:00;13:30;Vrouwentriathlon;Het Lint
2012;zondag;01/07/2012;26;09:00;13:30;Vrouwentriathlon;Haarrijnse Plas
2012;zondag;01/07/2012;26;10:00;18:00;Tour Rondom;Domplein
2012;zondag;08-7-2012 t/m 15-07-2012;27;10:00;18:00;Fleurig;Kasteel de Haar
2012;zondag;5 zondagen in die periode;27;14:00;21:00;Zondags Borrel;Janskerkhof
2012;donderdag;05/07/2012;27;11:00;23:00;Lotus;Maximapark
2012;maandag;02/07/2012;27;14:00;15:00;Summer Concert with Herlev Concert;Lepelenburg
2012;zaterdag;07/07/2012;27;12:00;23:00;Zomerkriebels;Vredenburg Leidsche Rijn
2012;vrijdag;06-07-2012 t/m 11-07-2012;27;;;Maliebaanfestival;Maliebaan
2012;dinsdag;03/07/2012;27;20:00;21:00;Pleinconcert;Neude
2012;dinsdag;03/07/2012;27;16:00;22:00;Eindfeest groep 8 Dominicusschool;Jochem Uytdehaageplantsoen
2012;dinsdag;03-07-2012 t/m 07-07-2012;27;06:00;16:30;Filmopnames Prins Clausbrug (wordt 1 van deze twee datums);Prins Clausbrug
2012;donderdag;05/07/2012;27;12:00;18:00;Participathie Picknick;Julianapark
2012;zaterdag;04/07/2012;27;17:30;22:00;Personeels BBQ Pandhof;Mariaplaats
2012;woensdag;07-07-2012 t/m 08-07-2012;27;06:00;16:30;Filmopnames Prins Clausbrug;Prins Clausbrug
2012;donderdag;05/07/2012;27;20:30;23:00;Las Nueve Open Air Tango;Korte Minrebroederstraat
2012;zondag;08/07/2012;27;16:30;20:30;Culturele Zondag Kadeconcert;Oudegracht
2012;zondag;08/07/2012;27;16:30;20:30;Culturele Zondag Kadeconcert;Weerdsluis
2012;zondag;08/07/2012;27;16:30;20:30;Culturele Zondag Kadeconcert;Weerdsingel
2012;vrijdag;06/07/2012;27;10:30;14:00;Zomerfeest de Oase;James Johnsonstraat
2012;zaterdag;07/07/2012;27;14:30;20:00;De jeugdtour utrecht;Reyerscop en deel AC Restaurant
2012;zondag;08/07/2012;27;08:00;15:00;Triathlon;Veilinghaven
2012;zaterdag;07/07/2012;27;12:00;17/00;Woordmarkt;Korte Minrebroederstraat
2012;zondag;08/07/2012;27;14:00;16:00;Big jump utrecht;Leidseweg
2012;zondag;08/07/2012;27;10:00;17:00;Braderie Piekenkermis;Nachtegaalstraat/Burgemeester Reigerstraat
2012;zondag;08/07/2012;27;09:00;18:00;De jeugdtour utrecht;Het Lint
2012;donderdag;08/07/2012;27;14:00;23:00;Goodbye ugv;Savannahweg
2012;zondag;08/07/2012;27;11:00;12:00;Middeleeuwse kermis processie;Lepelenburg
2012;vrijdag/zaterdag;14/07/2012;28;19:00 11:00;00:00 23:00;Stekkerfest;Voorveldsepolder
2012;dinsdag;10/07/2012;28;12:00;18:00;Sportdag BSO;Kortland
2012;dinsdag;10-07-2012 t/m 12-07-2012;28;07:30 10:00 10:00 ;22:00 22:00 18:00;Vakantiebijbelclub;Bladvlinder
2012;donderdag;12/07/2012;28;20:30;23:00;Las Nueve Open Air Tango;Korte Minrebroederstraat
2012;donderdag;12/07/2012;28;10:00;20:00;Platen en CD Beurs;Vredenburg
2012;zaterdag;14/07/2012;28;17:00;01:00;Enny Vredelaan Buurtfeest;Enny Vredelaan
2012;zondag;15/07/2012;28;13:00;17:00;Lazy Sunday Afternoon;Lepelenburg
2012;vrijdag;20-07-2012 t/m 05-08-2012;29;18:00 14:00 14:00 15:00 15:00 14:00 14:00 15:00 14:00 15:00 15:00 14:00 14:00;02:00 02:00 01:00 01:00 02:00 02:00 01:00 01:00 01:00 01:00 02:00 02:00 22:00 ;De Parade;Moreelsepark
2012;maandag;;29;;;Objectvergunning Rabobank;Croeselaan
2012;dinsdag;24/07/2012;30;07:00;13:00;Oranje toertocht 2012;Jaarbeurs
2012;woensdag;25/07/2012;30;11:00;13:00;Band concert;neude
2012;vrijdag;27-07-2012 t/m 29-07-2012;30;10:00 10:00;01:00 23:00;Summer Darkness;Domplein
2012;woensdag;25-07-2012 t/m 28-07-2012;30;10:00;18:00;Ladies Cricket Festival;Mytylweg
2012;donderdag;26/07/2012;30;20:30;23:00;Las Nueve Open Air Tango;Korte Minrebroederstraat
2012;vrijdag;27/07/2012;30;17:00;18:00;Pleinvrees ;Neude
2012;zaterdag;28/07/2012;30;17:00;18:00;Pleinvrees ;Plantage
2012;donderdag;02/08/2012;31;20:30;23:00;Las Nueve Open Air Tango;Korte Minrebroederstraat
2012;zaterdag;04-08-2012 t/m 10-08-2012;31;07:00;00:00;Eetgelegenheid Conference of Physics;Leuvenlaan
2012;zaterdag;04/08/2012;31;13:00;23:00;In Vervoering;Korte Minrebroederstraat
2012;zondag;05/08/2012;31;11:00;17:00;Brocante markt;Mariaplaats
2012;zondag;05/08/2012;31;13:00;21:00;In Vervoering;Lepelenburg
2012;donderdag;09/08/2012;32;20:30;23:00;Las Nueve Open Air Tango;Korte Minrebroederstraat
2012;donderdag;09/08/2012;32;10:00;20:00;Platen en CD Beurs;Vredenburg
2012;vrijdag;10-08-2012 t/m 12-08-2012;32;19:00 12:00;00:00 20:00;Buurtfeest Kockstraat;Kockstraat
2012;zaterdag;11/08/2012;32;13:00;19:00;UIT Mentortraining;Olympos
