Jaar;Dag;Van tot datum;Weeknummer;Tijden Van ;Tijden Tot;Evenement;Locatie
2014;vrijdag;25-04-2014 t/m 26-04-2014;17;18:00                     11:00;01:00                          18:00 ;Evenementenplein Lucasbolwerk;Lucasbolwerk
2014;vrijdag;25-04-2014 t/m 26-04-2014;17;18:00                     11:00;01:00                          18:00 ;Evenementenplein Korte Minrebroederstraat;Korte Minrebroederstraat
2014;vrijdag;25-04-2014 t/m 26-04-2014;17;18:00                     11:00;01:00                          18:00 ;Evenementenplein Jacobskerkhof;Jacobskerkhof
2014;vrijdag;25-04-2014 t/m 26-04-2014;17;18:00                     11:00;01:00                          18:00 ;Evenementenplein Domplein;Domplein
2014;vrijdag;25-04-2014 t/m 26-04-2014;17;18:00                     11:00;01:00                          18:00 ;Evenementenplein Begijneplein;Begijneplein
2014;zaterdag;26-04-2014;17;08:00;16:00;Koningsdag Zuilen;Julianapark
2014;zaterdag;26-04-2014;17;09:00;13:00;Koningsdag Vleuterweide;WKC Vleuterweide
2014;zaterdag;26-04-2014;17;05:00;20:00;Koningsdag Vleuten;Dorpsplein
2014;zaterdag;26-04-2014;17;08:00;17:00;Koningsdag Twijnstraat;Twijnstraat
2014;zaterdag;26-04-2014;17;10:00;16:00;Koningsdag Tuindorp;Willem de Zwijgerplantsoen
2014;zaterdag;26-04-2014;17;13:00;18:00;Koningsdag t Zand;Aldo van Eijckplantsoen
2014;zaterdag;26-04-2014;17;12:00;18:00;Koningsdag 't wed;t Wed
2014;zaterdag;26-04-2014;17;10:00;18:00;Koningsdag Rijnsweerd;Jan Muschlaan
2014;zaterdag;26-04-2014;17;12:00;18:00;Koningsdag Oudkerkhof;Oudkerkhof
2014;zaterdag;26-04-2014;17;09:00;18:00;Koningsdag Oog in Al;Händelstraat
2014;zaterdag;26-04-2014;17;10:00;19:00;Koningsdag Lepelenburg;Lepelenburg
2014;zaterdag;26-04-2014;17;13:00;18:00;Koningsdag Janskerkhof;Janskerkhof
2014;zaterdag;26-04-2014;17;20:00;23:00;Koningsdag Hoograven;Tolsteegplantsoen
2014;zaterdag;26-04-2014;17;08:00;20:00;Koningsdag De Meern;Castellumlaan
2014;zaterdag;26-04-2014;17;13:00;17:00;Koningsdag de klanksteen;Tolsteegplantsoen
2014;zaterdag;26-04-2014;17;12:00;18:00;Koningsdag Beat-rix;Janskerkhof
2014;zaterdag;26-04-2014;17;07:30;13:00;Koningsdag Ab Harrewijn;Ab Harrewijnstraat
2014;zaterdag;26-04-2014 t/m 11-05-2014;17;09:00;18:00;Introductiedagen Zeilen;Haarrijnseplas
2014;zaterdag;26-04-2014;17;11:00;18:00;Braderie lombok;Kanaalstraat
2014;zondag;27-04-2014;17;07:00;17:00;Rommelmarkt Verdomhoekje;J.J. Goeverneurstraat
2014;maandag;28-04-2014 t/m 31-05-2014;18;;;Parapluvergunning HC Gamekings Studio;Hoog Catharijne
2014;maandag;03-05-2014 t/m 10-05-2014;18;;;ParapluvergunningFacebookactie moederdag;Hoog Catharijne
2014;zaterdag;03-05-2014;18;21:30;02:00;Tentfeest KPJ de Meern;Meerndijk
2014;;28-04-2014 t/m 28-05-2014;18;;;Objectvergunning Fotodok;Korte Minrebroederstraat
2014;dinsdag;29-04-2014 t/m 05-05-2014;18;09:00;19:00;Mei activiteiten Bankaplein;Bankaplein
2014;donderdag;01/05/2014;18;20:30;23:00;Las Nueve tango open air;Korte Minrebroederstraat
2014;zaterdag;03-05-2014;18;09:00;17:00;Voorjaarsmarkt Mereveldplein;Mereveldplein
2014;zaterdag;03-05-2014;18;11:00;18:00;RondomDom;div locaties
2014;zaterdag;03-05-2014;18;10:00;20:00;Ouderdag Unitas;Lucasbolwerk
2014;zaterdag;03-05-2014;18;10:00;16:00;Glasvezel opendag;Dwergbieslaan
2014;zaterdag;03-05-2014;18;10:30;15:30;Fan Village BBQ;Galgenwaard
2014;zaterdag;03-05-2014;18;11:00;18:00;Dutch streetcup;Neude
2014;zondag;04/05/2014;18;08:00;17:00;Rommelmarkt ons Ondiep;Ondiep
2014;zondag;04-05-2014;18;;;Platen en CD Beurs;Janskerkhof
2014;zondag;04/05/2014;18;19:45;20:30;Dodenherdenking Vleuten;Pastoor Ohllaan
2014;zondag;04/05/2014;18;19:30;20:30;Dodenherdenking de Meern;Boelenslaan/Oranjelaan
2014;zondag;04/05/2014;18;11:00;18:00;De streekmarkt;Mariaplaats
2014;zondag;04/05/2014;18;19:30;20:30;4 mei herdenking;Domplein
2014;zondag;20/04/2014;19;19:45;23:30;Linie in lichterlaaie;Fort de Bilt
2014;maandag;05/05/2014;19;13:00;00:00;Bevrijdingsfestival;Park Transwijk
2014;elke vrijdag;;19;20:00;22:15;Utrecht Skateparade;Lucasbolwerk
2014;maandag;05/05/2014;19;07:00;17:00;Lombok 5 mei;Abel Tasmanstraat
2014;maandag;05/05/2014;19;07:00;17:00;Lombok 5 mei;Bankaplein
2014;maandag;05/05/2014;19;07:00;17:00;Lombok 5 mei;Bankastraat
2014;maandag;05/05/2014;19;07:00;17:00;Lombok 5 mei;Billitonkade
2014;maandag;05/05/2014;19;07:00;17:00;Lombok 5 mei;Billitonstraat
2014;maandag;05/05/2014;19;07:00;17:00;Lombok 5 mei;Laurensreaalstraat
2014;maandag;05/05/2014;19;07:00;17:00;Lombok 5 mei;Leidsekade
2014;maandag;05/05/2014;19;07:00;17:00;Lombok 5 mei;Malakkastraat
2014;maandag;05/05/2014;19;07:00;23:00;Lombok 5 mei;Soendastraat
2014;maandag;05/05/2014;19;13:00;17:00;Bevrijdingsbal;Vorstelijk Complex
2014;dinsdag;06-05-2014;19;19:00;20:30;Zomeravondcup;Atletiekbaan Maarschalkerweerd
2014;dinsdag;06/05/2014;19;16:00;23:00;Zesuursloop;Wilhelminapark
2014;woensdag;07/05/2014;19;16:00;20:00;Braderie Mitros;Herderplein
2014;donderdag;08/05/2014;19;20:30;23:00;Las Nueve tango open air;Korte Minrebroederstraat
2014;zaterdag;10/05/2014;19;13:00;23:00;UBV Lustrum festival;Botanische tuinen
2014;vrijdag;09/05/2014;19;19:00;20:00;eurokanjer;Zwarte Woud
2014;zaterdag;10-05-2014;19;09:00;17:00;Braderie de Klop;WKC de Klop
2014;zaterdag;10/05/2014;19;14:00;15:00;Seizoensconcert;Tiberdreef
2014;zaterdag;10-05-2014;19;11:00;16:00;Parapluvergunning WKC Overkapel;WKC Overkapel
2014;zaterdag;10-05-2014 t/m 11-05-2014;19;11:00;21:00;Ouderdagen Veritas;Hieronymusplantsoen
2014;zaterdag;10-05-2014 t/m 11-05-2014;19;08:00;21:00;Opendag en viering bevrijdingsdag eyup sultan;Bernadottelaan
2014;zaterdag;10/05/2014;19;10:00;18:00;Nationale molendag;Molenerf de Ster
2014;zaterdag;10/05/2014;19;12:00;16:00;Moederdagactiviteiten;WKC Vleuterweide
2014;zaterdag;10/05/2014;19;10:00;17:00;Braderie Rokade;WKC Rokade
2014;zondag;11/05/2014;19;14:00;19:00;Utrechtdag;Griftpark
2014;zondag;11/05/2014;19;12:00;18:00;Swan market;Maliebaan
2014;zondag;11/05/2014;19;11:00;18:00;Braderie Admiraal Helfrichlaan;Admiraal Helfrichlaan
2014;zondag;18-05-2014;20;08:00;16:00;Classico Giro ;Olympos
2014;zondag;18-05-2014;20;11:00;18:00;Braderie vasco da gama;Vasco da gamalaan
2014;maandag;13/05/2014;20;07:00;21:00;Filmopnames Mc Donalds;Neude
2014;dinsdag;13-05-2014 t/m 14-05-2014;20;08:00;21:00;The global perspective;Oudenoord
2014;woensdag;14-05-2014    17-05-2014 t/m 18-05-2014;20;09:00;18:00;Zintuigen route;Park Vechtzoom
2014;donderdag;15-05-2014;20;;;Platen en CD Beurs;Vredenburg
2014;donderdag;15-05-2014;20;20:30;23:00;Las Nueve tango open air;Korte Minrebroederstraat
2014;donderdag;15-05-2014;20;08:30;19:00;Banenmarkt;Cambridgelaan
2014;zaterdag;17-05-2014;20;;;Dag van het Aangespannen Paard;Yalelaan, Marburglaan, Münsterlaan
2014;zaterdag;17-05-2014;20;16:00;16:30;Verkiezingsrally met Diederik Samsom;Stadhuisbrug
2014;zaterdag;17-05-2014;20;11:00;16:00;Parapluvergunning WKC Overkapel;WKC Overkapel
2014;zaterdag;17-05-2014;20;12:00;23:00;Nacht van de fooi;Domplein
2014;zaterdag;17-05-2014;20;11:00;17:00;Infomarkt Lekker Utregs;Westplein
2014;zaterdag;17-05-2014;20;11:00;15:00;Gratis gebitscontrole;Neude
2014;zaterdag;17-05-2014;20;11:00;16:00;Erfmarkt;Molenerf de Ster
2014;zondag;18/05/2014;20;13:00;19:00;Activiteitendagen Griftpark;Griftpark
2014;zaterdag;24/24;21;11:00;23:00;CZ De stad de Toekomst;Domplein
2014;zaterdag;24/24;21;11:00;23:00;CZ De stad de Toekomst;Mariaplaats
2014;zaterdag;24/24;21;11:00;23:00;CZ De stad de Toekomst;Neude
2014;zaterdag;24/24;21;11:00;23:00;CZ De stad de Toekomst;Tolsteegbarriere
2014;zaterdag;24/24;21;11:00;23:00;CZ De stad de Toekomst;Vredenburg
2014;zaterdag;24/24;21;11:00;23:00;CZ De stad de Toekomst;Westplein
2014;dinsdag;20/23;21;18:00;22:00;Avondvierdaagse Vleuten-de Meern;Sportpark Fletiomare
2014;dinsdag;20/23;21;17:30;20:30;Avondvierdaagse oog in Al;Victor hugoplantsoen
2014;woensdag;21/05/2014;21;15:00;18:00;Lopendezaken;Mytylweg 
2014;vrijdag;23/05/2014;21;12:00;23:00;Puur vrouwenevent;Kromme nieuwegracht
2014;zaterdag;23-05-2014 t/m 24-05-2014;21;10:00;17:00;Braderie Tiberdreef;Tiberdreef
2014;zondag;25/05/2014;21;10:00;18:00;Vliegbindevenement;Ruigenhoek
2014;zaterdag;24/05/2014;21;15:00;18:00;Spark Battle kids;Griftpark
2014;zaterdag;24/05/2014;21;08:00;16:00;Rommelmarkt Wolgadreef;Wolgadreef
2014;zaterdag;24/05/2014;21;13:00;17:30;Opening vlinderhof;Maximapark
2014;zondag;25-05-2014;21;14:00;16:00;5e troostdag;Begraafplaats Kovelswade
2014;donderdag;15-05-2014 t/m 25-05-2014;21;11:00;00:00;Springfestival;Janskerkhof
2014;donderdag;15-05-2014 t/m 25-05-2014;21;11:00;00:00;Springfestival;Lucasbolwerk
2014;vrijdag;23-05-2014 t/m 25-05-2014;21;10:00;22:00;Smaak en Stijl van Italie;Kasteel de Haar
2014;maandag;19-05-2014 t/m 22-05-2014;21;17:00;21:00;Avondvierdaagse Noordwest;Klokkenveld en route
2014;donderdag;22-05-2014 t/m 24-05-2014;21;20:00;23:00;Volksopera Ondiep;Plantage
2014;woensdag;21-05-2014;21;19:00;20:30;Zomeravondcup;Atletiekbaan Overvecht
2014;donderdag;22/05/2014;21;20:30;23:00;Las Nueve tango open air;Korte Minrebroederstraat
2014;vrijdag;23/05/2014;21;16:00;00:00;Buurtdiner;Molenerf de Ster
2014;zaterdag;24-05-2014 t/m 25-05-2014;21;10:00;17:00;Voorjaarsmarkt WKC Overvecht;WKC Overvecht
2014;zaterdag;24/05/2014;21;11:00;16:00;Parapluvergunning WKC Overkapel;WKC Overkapel
2014;zaterdag;24/05/2014;21;10:00;16:00;Dag van de bouw Groeneweg;Groeneweg
2014;zaterdag;24/05/2014;21;10:00;16:00;Dag van de bouw 2e daalsedijk;Daalsedijk
2014;zaterdag;24/05/2014;21;10:00;16:00;Dag van de bouw;Bouwterreinen nieuwbouw HC
2014;zaterdag;24/05/2014;21;10:00;16:00;Dag van de bouw;Everhard Meijsterlaan
2014;zondag;25/05/2014;21;12:00;17:00;Kinderspeelmiddag;Julianapark
2014;zondag;25/05/2014;21;11:00;17:00;De Twijnmarkt;Twijnstraat
2014;donderdag;29-05-2014;22;09:00;18:00;De loop van Leidsche Rijn;Maximapark
2014;zaterdag;31-05-2014;22;15:00;01:00;Counter Culture;Julianapark
2014;vrijdag;30-05-2014 t/m 01-06-2014;22;10:00;20:00;SV Nieuwutrechtattractiedagen;Sportpark Rijnvliet
2014;donderdag;30-05-2014 t/m 01-06-2014;22;11:00;20:00;Open dagen Sultanahmet moskee;Royaards van den Hamkade
2014;donderdag;29/05/2014;22;08:00;18:30;O.P.A.;Eikslaan
2014;donderdag;29-05-2014;22;11:00;18:00;Braderie adamsestraatweg;Amsterdamsestraatweg
2014;zondag;30-05-2014 t/m 01-06-2014;22;11:00;23:00;Stadsdag;Domplein
2014;zondag;30-05-2014 t/m 01-06-2014;22;11:00;23:00;Stadsdag;Korte Minrebroederstraat
2014;zaterdag;31/05/2014;22;14:00;15:00;Sponsorloop Benefietconcert;Lepelenburg
2014;zaterdag;31/05/2014;22;;;Parapluvergunning Mini Express;Hoog Catharijne
2014;zondag;01/06/2014;22;11:00;17:00;Landgoeddag Natuurmonumenten;Thematerweg
2014;zaterdag;31/05/2014;22;13:00;21:00;Benefietconcert Veritas;Lepelenburg
2014;zondag;01/06/2014;22;;;Platen en CD Beurs;Janskerkhof
2014;zondag;01/06/2014;22;;;Parapluvergunning Heel utrecht bakt;Hoog Catharijne
2014;donderdag;29/05/2014;22;20:30;23:00;Las Nueve tango open air;Korte Minrebroederstraat
2014;donderdag;29-05-2014 t/m 09-06-2014;22;;;Circus herman Renz;Amaliapark
2014;donderdag;29/05/2014;22;12:00;23:00;Bluegrass holland festival;Springertuin
2014;zaterdag;31-05-2014;22;11:00;17:00;Zelfgemaakte markt;Mariaplaats
2014;zaterdag;31-05-2014;22;08:00;16:00;Wijkdag Overkapel;WKC Overkapel
2014;zaterdag;31-05-2014;22;12:00;16:00;ING koning Penalty WK;Roelantdreef
2014;dinsdag;03/06/2014;23;17:30;22:30;Survivalrun Uithof;Olympos
2014;zaterdag;02/06/2014;23;15:00;21:00;Vriendjes van vroegerdag;Lucasbolwerk
2014;maandag;02-06-2014 t/m 30-06-2014;23;;;Pride photo award;Griftpark
2014;maandag;02-06-2014 t/m 30-06-2014;23;;;Pride photo award;Stadhuisbrug
2014;maandag;02-06-2014 t/m 05-06-2014;23;18:00;21:00;NWB Avondvierdaagse Vechtzoom;Rio de Janeirodreef
2014;maandag;02-06-2014 t/m 05-06-2014;23;18:00;21:00;NWB Avondvierdaagse Koningsweg;Koningsweg
2014;zaterdag;07/06/2014;23;12:00;23:00;USC  Zomerfeest;Strijkviertel
2014;woensdag;04/06/2014;23;;;Parapluvergunning Pestaurant;Hoog Catharijne
2014;woensdag;04/06/2014;23;09:30;15:00;Nieuw welgelegenloop;Sportpark nieuw welgelegen
2014;vrijdag;06-06-2014 t/m 09-06-2014;23;;;Magic Circus;Griftpark
2014;vrijdag;06/06/2014;23;17:00;23:30;Elevator sessions;Willem van Schuylenburglaan
2014;vrijdag;06-06-2014 t/m 08-06-2014;23;12:00;23:30;Cultfest;Oudegracht
2014;zaterdag;07/06/2014;23;;;Parapluvergunning Muziekpleinen;Hoog Catharijne
2014;zaterdag;07/06/2014;23;14:00;01:00;Overdreven festival;Seinedreef
2014;zondag;08-06-2014 t/m 09-06-2014;23;10:00;17:00;De Utrechtse Fabriek;Griftpark
2014;zondag;08/06/2014;23;11:00;19:00;Roeiregatta;Oudegracht
2014;zondag;08/06/2014;23;12:00;17:00;A Lazy Sunday afternoon;Tolsteegplantsoen
2014;maandag;02-06-2014 t/m 05-06-2014;23;18:30;21:00;Avondvierdaagse Leidsche Rijn;Amaliapark en route
2014;woensdag;04-06-2014;23;14:00;15:00;Straattekenen;van der Voort van Zijplaan
2014;donderdag;05/06/2014;23;20:30;23:00;Las Nueve tango open air;Korte Minrebroederstraat
2014;vrijdag;06/06/2014;23;13:00;16:00;Nationale dag van vermisten;Moreelsepark
2014;zaterdag;07/06/2014;23;11:00;18:00;RondomDom;div locaties
2014;zondag;08-06-2014;23;21:00;01:00;Golden tentfeest;Joostenlaan
2014;zondag;08-06-2014;23;11:30;14:30;Pinksterfeest;Park de Watertoren
2014;;06-06-2014 t/m 10-06-2014;24;;;Filmopnames mees kees;Kees van Bohemenhof
2014;vrijdag;06-06-2014 t/m 09-06-2014;24;14:00;01:00;Culinair Evenement TREK;Lucasbolwerk
2014;zaterdag;07/06/2014;24;11:00;15:00;ING Penalty WK;Lepelenburg
2014;maandag;09/06/2014;24;10:00;16:00;Campina Open Boerderijdagen;Thematerkade
2014;donderdag;12-06-2014 t/m 13-06-2014;24;16:30;00:00;Housewarming De Sterren;Pythagoraslaan
2014;vrijdag;13/06/2014;24;20:00;22:00;WK Schermen De Zaak;Korte Minrebroederstraat
2014;vrijdag;13/06/2014;24;17:00;00:00;WK 2014;Tolsteegbarriere
2014;zaterdag;14-06-2014;24;09:00;16:00;Dag van de Munt;Leidseweg
2014;zaterdag;14-06-2014;24;16:00;23:00;The Mall Run HC;Hoog Catharijne
2014;zaterdag;14-06-2014;24;08:00;18:00;Rommelmarkt minister de Visserstraat;Min de Visserstraat
2014;zaterdag;14-06-2014 t/m 15-06-2014;24;12:00;20:30;Proza en Poezie festival;Ganzenmarkt
2014;zaterdag;14-06-2014;24;08:00;18:00;Pop in the city;Domplein
2014;zaterdag;14-06-2014;24;08:00;18:00;Pop in the city;Donkerstraat
2014;zaterdag;14-06-2014;24;08:00;18:00;Pop in the city;Griftpark
2014;zaterdag;14-06-2014;24;08:00;18:00;Pop in the city;Herenstraat
2014;zaterdag;14-06-2014;24;08:00;18:00;Pop in the city;Janskerkhof
2014;zaterdag;14-06-2014;24;08:00;18:00;Pop in the city;Korte Minrebroederstraat
2014;zaterdag;14-06-2014;24;08:00;18:00;Pop in the city;Leidseweg
2014;zaterdag;14-06-2014;24;08:00;18:00;Pop in the city;Lepelenburg
2014;zaterdag;14-06-2014;24;08:00;18:00;Pop in the city;Maliebaan
2014;zaterdag;14-06-2014;24;08:00;18:00;Pop in the city;Mariaplaats
2014;zaterdag;14-06-2014;24;08:00;18:00;Pop in the city;Neude (flat)
2014;zaterdag;14-06-2014;24;08:00;18:00;Pop in the city;Nieuwegracht
2014;zaterdag;14-06-2014;24;08:00;18:00;Pop in the city;Park Oog in Al
2014;zaterdag;14-06-2014;24;08:00;18:00;Pop in the city;Schalkwijkstraat
2014;zaterdag;14-06-2014;24;08:00;18:00;Pop in the city;Vredenburg
2014;zaterdag;14-06-2014;24;11:00;17:00;Braderie Plantage;Plantage
2014;zondag;15-06-2014;24;10:00;16:30;Stoffenbeurs;Zamenhofdreef
2014;zondag;15-06-2014;24;12:00;18:30;Dag van het WHP;Wilhelminapark
2014;zondag;15-06-2014;24;13:00;17:00;A Lazy Sunday afternoon;Lepelenburg
2014;woensdag;11-06-2014;24;19:00;20:30;Zomeravondcup;Atletiekbaan Overvecht
2014;woensdag;11-06-2014 t/m 15-06-2014;24;09:00;20:00;Noodhulp van dichtbij;Lepelenburg
2014;donderdag;12-06-2014;24;;;Platen en CD Beurs;Vredenburg
2014;donderdag;12-06-2014;24;20:30;23:00;Las Nueve tango open air;Korte Minrebroederstraat
2014;zaterdag;14/06/2014;24;14:00;21:00;Proef de wijk wittevrouwen;Veeartsenijpad
2014;zaterdag;14/06/2014;24;11:00;01:00;Ekko op locatie;Molenerf de Ster
2014;zondag;15-06-2014;24;12:00;18:00;Run for Kika;Maximapark
2014;zondag;15/06/2014;24;13:00;19:00;Activiteitendagen Griftpark;Griftpark
2014;donderdag;19/06/2014;25;20:30;23:00;Las Nueve tango open air;Korte Minrebroederstraat
2014;vrijdag;20/06/2014;25;15:30;23:00;Start bouw LR Centrum;Stadsbaantunnel
2014;vrijdag;20/06/2014;25;17:00;01:00;Openingsfeest Midzomergracht;Jacobibrug
2014;zaterdag;21-06-2014 t/m 22-06-2014;25;12:00;23:00;Zuilens volksfeest;Julianapark
2014;zaterdag;21/06/2014;25;14:00;18:00;Verjaardag/Sportdag Nienke;Strijkviertel
2014;zaterdag;21/06/2014;25;;;Parapluvergunning Muziekpleinen;Hoog Catharijne
2014;zaterdag;21/06/2014;25;16:30;20:30;Midsummernightskate;Linnaeuslaan
2014;zaterdag;21/06/2014;25;13:00;17:00;Fete de la musique Griftsteede;Griftpark
2014;zaterdag;21/06/2014;25;13:00;16:00;Fete de la musique;Stadhuisbrug
2014;zaterdag;21/06/2014;25;11:00;15:00;circe de la musique;Amsterdamsestraatweg
2014;zaterdag;21/06/2014;25;14:00;00:30;Buurtfeest Boeroehof;Boeroehof
2014;zaterdag;21/06/2014;25;11:00;16:00;Braderie de Gagelhof;WKC de Gagelhof
2014;zondag;22-06-2014;25;09:00;17:00;Vlooienmarkt wkc Overvecht;Seinedreef
2014;zondag;22-06-2014;25;08:00;23:00;The global perspective;Oudenoord
2014;zondag;22-06-2014;25;10:00;12:00;Openluchtviering parochie licht van christus;Maximapark
2014;zondag;22-06-2014;25;10:00;17:30;Muziektent De klanksteen;Tolsteegplantsoen
2014;zondag;22-06-2014;25;14:00;17:00;Midzomer cultuurmarkt Leidsche Rijn;Ab Harrweijnstraat
2014;zondag;22-06-2014;25;11:00;13:00;Lombok Kade Concert;Muntsteiger
2014;woensdag;18-06-2014 t/m 22-06-2014;25;01:00;00:00;Kermis Vleuten;Dorpsplein
2014;donderdag;19/06/2014;25;14:00;00:00;Nationale Haringparty;Kasteel de Haar
2014;zaterdag;21/06/2014;25;11:00;17:00;Zomer DJ activiteiten;WKC Vleuterweide
2014;zondag;22-06-2014;25;10:30;13:00;Orientatieloop Lunetten;Olympus
2014;maandag;23/06/2014;26;15:00;22:00;WK Schermen Ouwe dikke dries;Waterstraat
2014;maandag;23-06-2014 t/m 29-06-2014;26;10:00;18:00;Feestweek 50 jarig bestaan WKC Kanaleneiland;WKC Kanaleneiland
2014;woensdag;25-06-2014 t/m 29-06-2014;26;09:00;18:00;Classic Express;Vredenburgkade
2014;woensdag;25/06/2014;26;17:30;18:30;Bedrijfsuitje;Neude
2014;vrijdag;27-06-2014 t/m 28-06-2014;26;10:00;21:00;Faro;Zuiderburcht
2014;vrijdag;27-06-2014 t/m 29-06-2014;26;10:00;23:00;Voorstelling histoire du diable;Fort de klop
2014;vrijdag;27/06/2014;26;21:00;00:00;NJRFest;Kromme nieuwegracht
2014;vrijdag;27/06/2014;26;16:00;22:30;60 jaar Staatsliedenbuurt;Nolenslaan
2014;zaterdag;28-06-2014;26;12:00;22:00;The mall of sound;Hoog Catharijne
2014;zondag;29-06-2014;26;11:00;14:00;Meidenloop;Lepelenburg
2014;zondag;29-07-2014;26;11:00;14:00;Meidenloop;Maliebaan
2014;zaterdag;28-06-2014;26;11:00;17:00;Braderie Rijnbaan;Van heuven Goedhartlaan
2014;zondag;29/06/2014;26;10:30;13:00;Parkdienst Leidsche Rijn;Maximapark
2014;zondag;29/06/2014;26;10:00;17:30;Muziektent De klanksteen;Tolsteegplantsoen
2014;zondag;29/06/2014;26;13:00;18:00;Midzomergracht Parkdag;Griftpark
2014;zondag;29/06/2014;26;14:00;17:00;Classic Car meeting;Dorpsplein
2014;donderdag;26-06-2014;26;14:00;17:00;FCP Picknick;Molenerf de Ster
2014;donderdag;26-06-2014;26;20:30;23:00;Las Nueve tango open air;Korte Minrebroederstraat
2014;zaterdag;28-06-2014;26;11:00;17:00;Zelfgemaakte markt;Mariaplaats
2014;zaterdag;28/06/2014;26;09:00;15:30;Rommelmarkt Schaakwijk;Grootmeesterplein
2014;zondag;29-06-2014;26;11:00;17:00;De Twijnmarkt;Twijnstraat
2014;zaterdag;05-07-2014;27;12:00;01:00;De beschaving;Botanische tuinen
2014;zaterdag;05-06-2014;27;12:00;23:00;Zomerkriebels;Gagelbos
2014;dinsdag;01-07-2014 t/m 10-07-2014;27;18:00;06:00;Lustrumweek C.S. Veritas;Vredenburg Leidsche Rijn
2014;woensdag;02/07/2014;27;17:30;22:00;BBQ Pandhof;Pandhof Domkerk
2014;donderdag;03-07-2014;27;19:00;23:00;Opening Vredenburg;TivoliVredenburg
2014;donderdag;03-07-2014;27;16:00;23:00;Diploma uitreiking;Vogelsanglaan
2014;zaterdag;05/07/2014;27;06:00;23:00;Wijkfeest Wittevrouwen;Biltstraat
2014;zaterdag;05/07/2014;27;13:00;17:00;VSO 25 jarig bestaan;Nieuwegracht
2014;zaterdag;05/07/2014;27;09:00;18:00;Rommelmarkt;Samuel van Houtenstraat
2014;zaterdag;05/07/2014;27;;;Parapluvergunning Mini Express;Hoog Catharijne
2014;zaterdag;05/07/2014;27;10:00;19:00;MDS Event;Griftpark
2014;zaterdag;05/07/2014;27;11:00;19:00;Le tour de bastion;Lucasbolwerk
2014;zondag;06/07/2014;27;13:00;18:30;Schimmelpleinfestival;Schimmelplein
2014;zondag;06/07/2014;27;10:00;12:15;Rijnkennemerlaanontbijt;Rijnkennemerlaan
2014;zondag;06-07-2014;27;11:00;18:00;Braderie lombok;Kanaalstraat
2014;zaterdag;31-05-2014;27;11:00;14:00;Kinderactiviteiten parkwijk;WKC Parkwijk
2014;donderdag;03/07/2014;27;20:30;23:00;Las Nueve tango open air;Korte Minrebroederstraat
2014;vrijdag;04-07-2014 t/m 06-07-2014;27;09:00;01:00;Shout;Olympos
2014;zaterdag;05/07/2014;27;10:00;16:00;Waterwinmarkt;Waterwinpark
2014;zaterdag;05/07/2014;27;11:00;18:00;RondomDom;div locaties
2014;zaterdag;05/07/2014;27;11:00;18:00;Open dag zingende toren;Burchtpoort
2014;zaterdag;05-07-2014 t/m 06-07-2014;27;;;Midzomeractiviteiten Vleuterweide;WKC Vleuterweide
2014;zondag;06-07-12014;27;;;Platen en CD Beurs;Janskerkhof
2014;zondag;06/07/2014;27;13:00;19:00;Activiteitendagen Griftpark;Griftpark
2014;dinsdag;08/07/2014;28;19:00;21:30;Binnenstadsconcert;Korte Minrebroederstraat
2014;vrijdag;11-07-2014 t/m 16-07-2014;28;13:00;00:00;Maliebaanfestival;Maliebaan
2014;zaterdag;12-07-2014 t/m 21-07-2014;28;10:00;05:00;Lustrum UVSV;Ravellaan
2014;zondag;13-07-2014;28;09:30;16:00;Triathlon;Veilinghavenkade
2014;zaterdag;12/07/2014;28;10:30;17:30;Optocht lustrum UVSV;Domplein
2014;zaterdag;12/07/2014;28;10:30;17:30;Optocht lustrum UVSV;Lepelenburg
2014;zaterdag;12-07-2014 t/m 13-07-2014;28;11:00;19:00;CZ  on tour;Domplein
2014;zaterdag;12-07-2014 t/m 13-07-2014;28;12:00;20:00;CZ  on tour;Ganzenmarkt
2014;zaterdag;12/07/2014;28;15:00;16:00;Concert koninklijke brassband;Stadhuisbrug
2014;zondag;13/07/2014;28;12:00;18:00;Zingende beelden;Maximapark
2014;zondag;13/07/2014;28;10:00;17:30;Wielerronde de Meern;t Lint
2014;zondag;13-07-2014;28;11:00;18:00;Braderie Nachtegaalstraat;Nachtegaalstraat
2014;zondag;13/07/2014;28;13:00;17:00;A Lazy Sunday afternoon;Tolsteegplantsoen
2014;donderdag;10/07/2014;28;20:30;23:00;Las Nueve tango open air;Korte Minrebroederstraat
2014;zaterdag;12-07-2014;28;10:00;01:00;Mauritsstraat goes Rio;Mauritsstraat, Dilleburgstraat, Willem de Zwijgerstraat
2014;maandag;14-07-2014 t/m 27-07-2014;29;18:00;23:00;RTL 7 Tour du Jour 2014;Mariaplaats
2014;vrijdag;18-07-2014 t/m 03-08-2014;29;14:00;01:00;De parade;Moreelsepark
2014;vrijdag;18-07-2014 t/m 03-08-2014;29;14:00;01:00;De parade;Park Nieuwenoord
2014;dinsdag;15/07/2014;29;11:00;23:00;Afscheidsfeest groep 8;Park Oog in Al
2014;zaterdag;19/20;29;13:00;01:00;Trekkertrek;Nedereindseweg
2014;zondag;20-07-02014;29;10:00;16:00;Opendag FC Utrecht;Galgenwaard
2014;zaterdag;19-07-2014;29;11:00;17:00;Braderie Admiraal Helfrichlaan;Admiraal Helfrichlaan
