"";"location_adress";"year";"day";"date_from_to";"weeknr";"time_from";"time_to";"event_naam";"location";"openbareruimtenaam";"rdx";"rdy";"lon.x";"lat.x";"nday";"location_ch";"lon.y";"lat.y"
"730";"dorpsplein,utrecht";2012;"vrijdag";"17-08-2012 t/m 18-08-2012";"33";"16:00 10:00";"21:00 16:00";"Faro";"Dorpsplein";"Dorpsplein";129239;457734;5,011177;52,107242;"vrijdag";"Dorpsplein";5,0110198;52,1071168
"731";"dorpsplein,utrecht";2011;"maandag";"08-08-2011 t/m 12-08-2011";"32";"9:00 09:00 09:00 09:00";"16:00 12:15 16:00 17:00";"Kindervakantieweek Vleuten";"Dorpsplein";"Dorpsplein";129239;457734;5,011177;52,107242;"maandag";"Dorpsplein";5,0110198;52,1071168
"732";"dorpsplein,utrecht";2012;"maandag";"13-08-2012 t/m 16-08-2012";"33";"09:00";"16:00";"Kindervakantieweek Vleuten";"Dorpsplein";"Dorpsplein";129239;457734;5,011177;52,107242;"maandag";"Dorpsplein";5,0110198;52,1071168
"733";"dorpsplein,utrecht";2014;"zondag";"29/06/2014";"26";"14:00";"17:00";"Classic Car meeting";"Dorpsplein";"Dorpsplein";129239;457734;5,011177;52,107242;"zondag";"Dorpsplein";5,0110198;52,1071168
"734";"dorpsplein,utrecht";2015;"woensdag";"06-05-2015 t/m 10-05-2015";"19";"13:00";"23:00";"Kermis Vleuten";"Dorpsplein";"Dorpsplein";129239;457734;5,011177;52,107242;"woensdag";"Dorpsplein";5,0110198;52,1071168
"735";"dorpsplein,utrecht";2013;"dinsdag";"30-04-2013";"18";"6:00";"21:00";"Koninginnedag Vleuten";"Dorpsplein";"Dorpsplein";129239;457734;5,011177;52,107242;"dinsdag";"Dorpsplein";5,0110198;52,1071168
"736";"dorpsplein,utrecht";2015;"maandag";"17-08-2015 t/m 21-08-2015";"34";"09:00";"20:15";"Kindervakantieweek Vleuten-Haarzuilens";"Dorpsplein";"Dorpsplein";129239;457734;5,011177;52,107242;"maandag";"Dorpsplein";5,0110198;52,1071168
"737";"dorpsplein,utrecht";2015;"maandag";"27/04/2015";"18";"18:00";"01:00";"Koningsdag Vleuten";"Dorpsplein";"Dorpsplein";129239;457734;5,011177;52,107242;"maandag";"Dorpsplein";5,0110198;52,1071168
"738";"dorpsplein,utrecht";2016;"woensdag";"25-05-2016 t/m 29-05-2016";"21";"13:00";"00:00";"Kermis Dorpsplein";"Dorpsplein";"Dorpsplein";129239;457734;5,011177;52,107242;"woensdag";"Dorpsplein";5,0110198;52,1071168
"739";"dorpsplein,utrecht";2011;"zaterdag";"30-04-2011";"17";"06:00";"20:00";"Koninginnedag Vleuten";"Dorpsplein";"Dorpsplein";129239;457734;5,011177;52,107242;"zaterdag";"Dorpsplein";5,0110198;52,1071168
"740";"dorpsplein,utrecht";2016;"dinsdag";"01-11-2016 t/m 02-11-2016";"44";"16:00";"18:00";"Magic Circus";"Dorpsplein";"Dorpsplein";129239;457734;5,011177;52,107242;"dinsdag";"Dorpsplein";5,0110198;52,1071168
"741";"dorpsplein,utrecht";2016;"zondag";"19/06/2016";"24";"14:00";"17:00";"Classic Car Meeting";"Dorpsplein";"Dorpsplein";129239;457734;5,011177;52,107242;"zondag";"Dorpsplein";5,0110198;52,1071168
"742";"dorpsplein,utrecht";2015;"zaterdag";"13/06/2015";"24";"16:00";"23:00";"Festijn op het Plein";"Dorpsplein";"Dorpsplein";129239;457734;5,011177;52,107242;"zaterdag";"Dorpsplein";5,0110198;52,1071168
"743";"dorpsplein,utrecht";2014;"woensdag";"18-06-2014 t/m 22-06-2014";"25";"01:00";"00:00";"Kermis Vleuten";"Dorpsplein";"Dorpsplein";129239;457734;5,011177;52,107242;"woensdag";"Dorpsplein";5,0110198;52,1071168
"744";"dorpsplein,utrecht";2011;"woensdag";"25-05-2011 t/m 29-05-2011";"21";"13:00";"23:00";"Kermis Vleuten";"Dorpsplein ";"";NA;NA;NA;NA;"woensdag";"Dorpsplein ";5,0110198;52,1071168
"745";"dorpsplein,utrecht";2013;"dinsdag";"05-11-2013 t/m 06-11-2013";"";"16:00";"18:00";"Magic Circus";"Dorpsplein ";"";NA;NA;NA;NA;"dinsdag";"Dorpsplein ";5,0110198;52,1071168
"746";"dorpsplein,utrecht";2013;"zondag";"16-06-2013";"24";"14:00";"17:00";"Classic Car meeting";"Dorpsplein ";"";NA;NA;NA;NA;"zondag";"Dorpsplein ";5,0110198;52,1071168
"747";"dorpsplein,utrecht";2013;"zaterdag";"23-11-2013";"47";"11:00";"14:00";"Sinterklaasintocht Vleuten";"Dorpsplein ";"";NA;NA;NA;NA;"zaterdag";"Dorpsplein ";5,0110198;52,1071168
"748";"dorpsstraat,utrecht";2016;"zaterdag";"27/08/2016";"34";"10:00";"17:00";"Braderie Vleuten 2016";"Dorpsstraat";"Dorpsstraat";129213;457668;5,010803;52,106651;"zaterdag";"Dorpsstraat";5,0049536;52,1072492
"749";"dorpsstraat,utrecht";2011;"zaterdag";"27-08-2011";"34";"10:00";"17:00";"Jaarmarkt Dorpsstraat";"Dorpsstraat";"Dorpsstraat";129213;457668;5,010803;52,106651;"zaterdag";"Dorpsstraat";5,0049536;52,1072492
"750";"douwes dekkerstraat,utrecht";2011;"zaterdag";"16-04-2011";"15";"09:00";"06:00";"Bewonersrommelmarkt";"Douwes Dekkerstraat";"Douwes Dekkerstraat";135442;456248;5,101807;52,094138;"zaterdag";"Douwes Dekkerstraat";5,1018103;52,0939674
"751";"dr. h. s'jacobslaan,utrecht";2015;"zaterdag";"22/08/2015";"34";"12:00";"01:00";"Straatfeest Dr. H. s'Jacobslaan";"Dr. H. s'Jacobslaan";"";NA;NA;NA;NA;"zaterdag";"Dr. H. s'Jacobslaan";5,1238191;52,1074968
"752";"dr. h. th. s' jacoblaan,utrecht";2016;"zaterdag";"20-08-2016";"33";"15:00";"01:00";"Straatfeest s'Jacoblaan";"Dr. H. Th. s' Jacoblaan";"Dr. H. Th. s' Jacoblaan";137014;457840;5,124656;52,108502;"zaterdag";"Dr. H. Th. s' Jacoblaan";5,1238191;52,1074968
"753";"dr. oolderslaan,utrecht";2015;"maandag";"23-03-2015 t/m 24-03-2015";"13";"08:30";"12:00";"Streetwise dr. Oolderslaan";"dr. Oolderslaan";"";NA;NA;NA;NA;"maandag";"dr. Oolderslaan";5,0144762;52,1065554
"754";"dr. oolderslaan,utrecht";2011;"donderdag";"27-10-2011 t/m 28-10-2011";"43";"08:30";"05:15";"Streetwise";"dr. Oolderslaan";"";NA;NA;NA;NA;"donderdag";"dr. Oolderslaan";5,0144762;52,1065554
"755";"draaiweg,utrecht";2013;"vrijdag";"21-06-2013 t/m 23-06-2013";"25";"";"";"Programma Staatliedenbuurt";"Draaiweg";"Draaiweg";136201;456982;5,112836;52,100765;"vrijdag";"Draaiweg";5,1150244;52,1010956
"756";"draaiweg,utrecht";2013;"vrijdag";"21-06-2013 t/m 23-06-2013";"25";"";"";"Programma Staatliedenbuurt";"Draaiweg";"Draaiweg";136201;456982;5,112836;52,100765;"vrijdag";"Draaiweg";5,1150244;52,1010956
"757";"drift,utrecht";2015;"maandag";"10-08-2015 t/m 14-08-2015";"33";"10:00";"23:00";"Utrechtse Introductie Tijd m.b.t. U.V.S.V.N.V.V.S.U.";"Drift";"Drift";136914;456103;5,123289;52,092889;"maandag";"Drift";5,123374;52,0941159
"758";"drift,utrecht";2014;"maandag";"11-08-2014 t/m 15-08-2014";"33";"10:00";"23:00";"UIT UVSV";"Drift";"Drift";136914;456103;5,123289;52,092889;"maandag";"Drift";5,123374;52,0941159
"759";"drift,utrecht";2012;"vrijdag";"31-08-2012 t/m 03-09-2012";"35";"12:00";"18:00";"Viering heropening universiteitsbibliotheek";"Drift";"Drift";136914;456103;5,123289;52,092889;"vrijdag";"Drift";5,123374;52,0941159
"760";"drift,utrecht";2013;"zondag";"12-08-2013 t/m 16-08-2013";"33";"10:00";"23:00";"UIT UVSV";"Drift";"Drift";136914;456103;5,123289;52,092889;"zondag";"Drift";5,123374;52,0941159
"761";"drift,utrecht";2015;"maandag";"10-08-2015 t/m 14-08-2015";"33";"10:00";"23:00";"UIT UVSV";"Drift";"Drift";136914;456103;5,123289;52,092889;"maandag";"Drift";5,123374;52,0941159
"762";"drift,utrecht";2011;"maandag";"15-08-2011 t/m 18-08-2011";"33";"10:00";"04:00";"UIT UVSV/NVVSU";"Drift";"Drift";136914;456103;5,123289;52,092889;"maandag";"Drift";5,123374;52,0941159
"763";"drift,utrecht";2012;"maandag";"13-08-2012 t/m 16-08-2012";"33";"10:00";"23:00";"UIT/UVSV";"Drift";"Drift";136914;456103;5,123289;52,092889;"maandag";"Drift";5,123374;52,0941159
"764";"drift,utrecht";2016;"maandag";"15-08-2016 t/m 19-08-2016";"33";"10:00";"23:00";"Utrechtse Introductie Tijd m.b.t. U.V.S.V./N.V.V.S.U";"Drift";"Drift";136914;456103;5,123289;52,092889;"maandag";"Drift";5,123374;52,0941159
"765";"dwergbieslaan,utrecht";2014;"zaterdag";"03-05-2014";"18";"10:00";"16:00";"Glasvezel opendag";"Dwergbieslaan";"Dwergbieslaan";128321;456466;4,997876;52,095806;"zaterdag";"Dwergbieslaan";4,9984203;52,097129
"766";"ed hoornikplein,utrecht";2012;"zaterdag";"25/08/2012";"34";"15:00";"22:30";"Buurtfeest de Woerd";"Ed Hoornikplein";"";NA;NA;NA;NA;"zaterdag";"Ed Hoornikplein";5,0439404;52,0837121
"767";"eikslaan,utrecht";2014;"donderdag";"29/05/2014";"22";"08:00";"18:30";"O.P.A.";"Eikslaan";"Eikslaan";128238;458814;4,99647;52,116906;"donderdag";"Eikslaan";4,9944345;52,1137815
"768";"einsteindreef,utrecht";2015;"vrijdag";"06-11-2015 t/m 08-11-2015";"45";"16:00";"18:00";"magic Circus";"Einsteindreef";"Einsteindreef";136415;459274;5,115828;52,121372;"vrijdag";"Einsteindreef";5,1103607;52,1170358
"769";"einsteindreef/gloriantdreef,utrecht";2011;"vrijdag";"21-10-2011 t/m 23-10-2011";"42";"16:00";"18:00";"Magic Circus";"Einsteindreef/Gloriantdreef";"";NA;NA;NA;NA;"vrijdag";"Einsteindreef/Gloriantdreef";NA;NA
"770";"einsteindreef/gloriantdreef,utrecht";2013;"vrijdag";"18-10-2013 t/m 20-10-2013";"";"16:00";"18:00";"Magic circus";"Einsteindreef/Gloriantdreef";"";NA;NA;NA;NA;"vrijdag";"Einsteindreef/Gloriantdreef";NA;NA
"771";"ella fitzgeraldplein,utrecht";2016;"dinsdag";"11-10-2016 t/m 12-10-2016";"41";"16:00";"18:00";"Magic Circus";"Ella Fitzgeraldplein";"Ella Fitzgeraldplein";131558;457092;5,045071;52,101577;"dinsdag";"Ella Fitzgeraldplein";5,0468121;52,1013564
"772";"ella fitzgeraldplein,utrecht";2016;"vrijdag";"23-12-2016 t/m 24-12-2016";"51";"19:00";"20:30";"Candlelight Christmas";"Ella Fitzgeraldplein";"Ella Fitzgeraldplein";131558;457092;5,045071;52,101577;"vrijdag";"Ella Fitzgeraldplein";5,0468121;52,1013564
"773";"ella fitzgeraldplein,utrecht";2016;"zaterdag";"10-12-2016";"49";"10:10";"16:00";"Kerstevenement";"Ella Fitzgeraldplein";"Ella Fitzgeraldplein";131558;457092;5,045071;52,101577;"zaterdag";"Ella Fitzgeraldplein";5,0468121;52,1013564
"774";"ella fitzgeraldplein,utrecht";2015;"zaterdag";"21/11/2015";"47";"14:00";"16:00";"Sinterklaas WKC Terwijde";"Ella Fitzgeraldplein";"Ella Fitzgeraldplein";131558;457092;5,045071;52,101577;"zaterdag";"Ella Fitzgeraldplein";5,0468121;52,1013564
"775";"ella fritzgeraldplein,utrecht";2016;"zaterdag";"03/12/2016";"48";"11:00";"14:00";"Bezoek Sinterklaas";"Ella Fritzgeraldplein";"";NA;NA;NA;NA;"zaterdag";"Ella Fritzgeraldplein";5,0468121;52,1013564
"776";"elsstraat,utrecht";2011;"zaterdag";"20-08-2011";"33";"08:00";"18:00";"Rommelmarkt Ondiep Live";"Elsstraat";"Elsstraat";135635;457386;5,10455;52,104376;"zaterdag";"Elsstraat";5,1039192;52,1039675
"777";"elsstraat,utrecht";2011;"zaterdag";"14-05-2011";"19";"08:00";"16:00";"Rommelmarkt Ondiep";"Elsstraat";"Elsstraat";135635;457386;5,10455;52,104376;"zaterdag";"Elsstraat";5,1039192;52,1039675
"778";"emmalaan,utrecht";2011;"woensdag";"31-08-2011";"35";"15:00";"20:00";"Jeu de Boules evenement van het Fluwelen Handvat";"Emmalaan";"Emmalaan";138127;456183;5,140991;52,093648;"woensdag";"Emmalaan";5,1407962;52,0935347
"779";"emmalaan,utrecht";2012;"donderdag";"30/08/2012";"35";"17:00";"20:00";"Jeu de boules";"Emmalaan";"Emmalaan";138127;456183;5,140991;52,093648;"donderdag";"Emmalaan";5,1407962;52,0935347
"780";"emmalaan,utrecht";2016;"zondag";"16-10-2016";"41";"10:00";"15:00";"Maliebaanloop";"Emmalaan";"Emmalaan";138127;456183;5,140991;52,093648;"zondag";"Emmalaan";5,1407962;52,0935347
"781";"engelsmanplaat,utrecht";2014;"zaterdag";"20/12/2014";"51";"14:00";"17:00";"Kinderkerstmarkt Utrecht  Lunetten";"Engelsmanplaat";"Engelsmanplaat";138028;453476;5,139676;52,069315;"zaterdag";"Engelsmanplaat";5,1396111;52,0685296
"782";"engelsmanplaat,utrecht";2013;"zondag";"22-12-2013";"51";"14:00";"17:00";"Kinderkerstmarkt Lunetten";"Engelsmanplaat";"Engelsmanplaat";138028;453476;5,139676;52,069315;"zondag";"Engelsmanplaat";5,1396111;52,0685296
"783";"engelsmanplaat,utrecht";2011;"zaterdag";"17-12-2011";"50";"14:00";"17:00";"Kinderkerstmarkt Lunetten";"Engelsmanplaat";"Engelsmanplaat";138028;453476;5,139676;52,069315;"zaterdag";"Engelsmanplaat";5,1396111;52,0685296
"784";"engelsmanplaat,utrecht";2015;"zondag";"20/12/2015";"51";"14:00";"17:00";"6e Kinderkerstmarkt Lunetten";"Engelsmanplaat";"Engelsmanplaat";138028;453476;5,139676;52,069315;"zondag";"Engelsmanplaat";5,1396111;52,0685296
"785";"engelsmanplaat,utrecht";2012;"zaterdag";"15-12-2012";"50";"14:00";"17:00";"Kerstmarkt Engelsmanplaat";"Engelsmanplaat";"Engelsmanplaat";138028;453476;5,139676;52,069315;"zaterdag";"Engelsmanplaat";5,1396111;52,0685296
"786";"enghlaan,utrecht";2013;"zondag";"23-06-2013";"25";"17:00";"22:00";"Tafelbomen";"Enghlaan";"Enghlaan";130695;457667;5,032427;52,106708;"zondag";"Enghlaan";5,0326451;52,1052123
"787";"enny vredelaan,utrecht";2012;"zaterdag";"14/07/2012";"28";"17:00";"01:00";"Enny Vredelaan Buurtfeest";"Enny Vredelaan";"Enny Vredelaan";139436;455271;5,160128;52,085484;"zaterdag";"Enny Vredelaan";5,1604437;52,0850805
"788";"euclideslaan,utrecht";2012;"woensdag";"20/06/2012";"25";"17:00";"20:30";"Borrel advocaten van Riet";"Euclideslaan";"Euclideslaan";138628;455725;5,148315;52,08954;"woensdag";"Euclideslaan";5,1502315;52,0903239
"789";"euclideslaan,utrecht";2016;"vrijdag";"08-01-2016";"1";"18:00";"23:00";"Nieuwjaarsfeest DAS";"Euclideslaan";"Euclideslaan";138628;455725;5,148315;52,08954;"vrijdag";"Euclideslaan";5,1502315;52,0903239
"790";"europalaan,utrecht";2014;"zaterdag";"20-09-2014 t/m 21-09-2014";"38";"10:00";"22:00";"Openingsweekend vechtclub XL";"Europalaan";"Europalaan";135850;452856;5,10794;52,063666;"zaterdag";"Europalaan";5,1071943;52,0644996
"791";"europalaan,utrecht";2016;"woensdag";"18-08-2016 t/m 21-08-2016";"33";"16:00";"01:00";"Pluk de Nacht Open Air Filmfestival";"Europalaan";"Europalaan";135850;452856;5,10794;52,063666;"woensdag";"Europalaan";5,1071943;52,0644996
"792";"euterpedreef,utrecht";2015;"zaterdag";"27/06/2015";"26";"11:00";"16:00";"parapluvergunning wkc overkapel";"Euterpedreef";"Euterpedreef";137180;458652;5,127043;52,115803;"zaterdag";"Euterpedreef";5,1276166;52,1157083
"793";"euterpedreef,utrecht";2015;"zaterdag";"19/09/2015";"38";"10:00";"16:00";"parapluvergunning wkc overkapel rommelmarkt";"Euterpedreef";"Euterpedreef";137180;458652;5,127043;52,115803;"zaterdag";"Euterpedreef";5,1276166;52,1157083
"794";"everhard meijsterlaan,utrecht";2014;"zaterdag";"24/05/2014";"21";"10:00";"16:00";"Dag van de bouw";"Everhard Meijsterlaan";"";NA;NA;NA;NA;"zaterdag";"Everhard Meijsterlaan";5,0865873;52,0875935
"795";"eykmanlaan,utrecht";2013;"zondag";"23-06-2013";"25";"17:00";"22:00";"Tafelbomen";"Eykmanlaan";"Eykmanlaan";137471;457356;5,131353;52,104167;"zondag";"Eykmanlaan";5,1345955;52,1073709
"796";"eykmanlaan,utrecht";2013;"zaterdag";"21-12-2013";"51";"18:30";"20:30";"Kerstlichtjestoer";"Eykmanlaan";"Eykmanlaan";137471;457356;5,131353;52,104167;"zaterdag";"Eykmanlaan";5,1345955;52,1073709
"797";"eysingalaan,utrecht";2014;"zaterdag";"18-01-2014";"3";"11:00";"18:00";"Campagneaftrap PVDA";"Eysingalaan";"";NA;NA;NA;NA;"zaterdag";"Eysingalaan";5,0967783;52,0775538
"798";"fletiomare,utrecht";2014;"zaterdag";"19-04-2014";"16";"14:15";"16:30";"Zwemloop LR";"Fletiomare ";"";NA;NA;NA;NA;"zaterdag";"Fletiomare ";5,0239236;52,0885689
"799";"fockema andrealaan,utrecht";2012;"zaterdag";"02/06/2012";"22";"10:00";"16:00";"Dag van de bouw Diaconessenhuis";"Fockema Andrealaan";"";NA;NA;NA;NA;"zaterdag";"Fockema Andrealaan";5,1376051;52,0817521
"800";"fort aan de klop,utrecht";2015;"zaterdag";"20-05-2015 t/m 21-06-2015";"25";"12:00";"20:00";"Vol van Smaak";"Fort aan de Klop";"";NA;NA;NA;NA;"zaterdag";"Fort aan de Klop";5,0890712;52,1191767
"801";"fort aan de klop,utrecht";2011;"woensdag";"01-06-2011 t/m 05-06-2011";"22";"20:00 10:00";"1:00 18:00";"Toneeluitvoering Draad in het donker";"Fort aan de Klop";"";NA;NA;NA;NA;"woensdag";"Fort aan de Klop";5,0890712;52,1191767
"802";"fort aan de klop,utrecht";2015;"zaterdag";"18/04/2015";"16";"20:00";"23:45";"Linie in Lichterlaaie 2015";"Fort aan de Klop";"";NA;NA;NA;NA;"zaterdag";"Fort aan de Klop";5,0890712;52,1191767
"803";"fort blauwkapel,utrecht";2013;"vrijdag";"19-04-2013 t/m 20-04-2013";"16";"21:00";"23:30";"Linie in Lichterlaaie";"Fort Blauwkapel";"";NA;NA;NA;NA;"vrijdag";"Fort Blauwkapel";5,1392766;52,1147807
"804";"fort blauwkapel,utrecht";2013;"donderdag";"25-07-2013";"30";"10:00";"21:00";"Dag buiten de tijd";"Fort blauwkapel";"";NA;NA;NA;NA;"donderdag";"Fort blauwkapel";5,1392766;52,1147807
"805";"fort blauwkapel,utrecht";2014;"vrijdag";"25/07/2014";"30";"09:00";"21:00";"Dag buiten de Tijd";"Fort Blauwkapel";"";NA;NA;NA;NA;"vrijdag";"Fort Blauwkapel";5,1392766;52,1147807
"806";"fort de bilt,utrecht";2014;"zondag";"20/04/2014";"19";"19:45";"23:30";"Linie in lichterlaaie";"Fort de Bilt";"";NA;NA;NA;NA;"zondag";"Fort de Bilt";5,147025;52,097087
"807";"fort de bilt,utrecht";2014;"zaterdag";"27/09/2014";"39";"13:00";"20:00";"Fort in Stelling";"Fort de Bilt";"";NA;NA;NA;NA;"zaterdag";"Fort de Bilt";5,147025;52,097087
"808";"fort de klop,utrecht";2014;"vrijdag";"27-06-2014 t/m 29-06-2014";"26";"10:00";"23:00";"Voorstelling histoire du diable";"Fort de klop";"";NA;NA;NA;NA;"vrijdag";"Fort de klop";5,0890712;52,1191767
"809";"fort de klop,utrecht";2014;"woensdag";"24-09-2014 t/m 12-10-2014";"39";"16:00";"22:00";"Blaas";"Fort de klop";"";NA;NA;NA;NA;"woensdag";"Fort de klop";5,0890712;52,1191767
"810";"fort de klop,utrecht";2013;"zondag";"01-09-2013 t/m 30-09-2013";"35";"16:30 20:00 21:30 ";"18:00 00:00 00:00";"Theatervoorstelling Blaas (diverse data in september)";"Fort de Klop";"";NA;NA;NA;NA;"zondag";"Fort de Klop";5,0890712;52,1191767
"811";"fort de klop,utrecht";2013;"vrijdag";"21-06-2013 t/m 23-06-2013";"25";"20:00";"22:00";"HTML (How To Make Love)";"Fort de Klop";"";NA;NA;NA;NA;"vrijdag";"Fort de Klop";5,0890712;52,1191767
"812";"fort de klop,utrecht";2014;"woensdag";"16-04-2014 t/m 19-04-2014";"16";"19:30";"21:00";"The new rambo generation";"Fort de klop";"";NA;NA;NA;NA;"woensdag";"Fort de klop";5,0890712;52,1191767
"813";"fortunadreef,utrecht";2013;"zondag";"23-06-2013";"25";"17:00";"22:00";"Tafelbomen";"Fortunadreef";"Fortunadreef";137296;458591;5,128728;52,115261;"zondag";"Fortunadreef";5,1283854;52,1153505
"814";"forum het zand, park groot zand,utrecht";2011;"vrijdag";"23-09-2011";"38";"14:00";"22:00";"Lustrumfeest OBS het Zand";"Forum het Zand, park Groot Zand";"";NA;NA;NA;NA;"vrijdag";"Forum het Zand, park Groot Zand";5,0468569;52,0947472
"815";"frans halsstraat,utrecht";2014;"donderdag";"25/04/2014";"17";"08:30";"15:00";"Koningsdag USV";"Frans Halsstraat";"Frans Halsstraat";138326;455177;5,143937;52,084609;"donderdag";"Frans Halsstraat";5,1437676;52,0845312
"816";"frans halsstraat,utrecht";2014;"vrijdag";"10/10/2014";"41";"16:00";"19:00";"Viering lustrum USV School";"Frans Halsstraat";"Frans Halsstraat";138326;455177;5,143937;52,084609;"vrijdag";"Frans Halsstraat";5,1437676;52,0845312
"817";"frans halsstraat,utrecht";2014;"dinsdag";"22/04/2014";"17";"17:00";"21:00";"Buurt/schoolfeest USV";"Frans Halsstraat";"Frans Halsstraat";138326;455177;5,143937;52,084609;"dinsdag";"Frans Halsstraat";5,1437676;52,0845312
"818";"fransestraat,utrecht";2016;"zaterdag";"28-05-2016";"21";"17:00";"23:45";"buurt borrel";"Fransestraat";"Fransestraat";137694;454367;5,134755;52,077312;"zaterdag";"Fransestraat";5,1350081;52,0773562
"819";"gaardbrug,utrecht";2013;"zondag";"02-06-2013";"22";"11:30";"18:00";"Culturele Zondag Vocaal Kabaal";"Gaardbrug";"";NA;NA;NA;NA;"zondag";"Gaardbrug";5,121373;52,089219
"820";"gagelbos,utrecht";2014;"zaterdag";"05-06-2014";"27";"12:00";"23:00";"Zomerkriebels";"Gagelbos";"";NA;NA;NA;NA;"zaterdag";"Gagelbos";5,1045178;52,1287849
"821";"gagelbos,utrecht";2015;"zaterdag";"27/06/2015";"26";"12:00";"23:00";"Zomerkriebels";"Gagelbos";"";NA;NA;NA;NA;"zaterdag";"Gagelbos";5,1045178;52,1287849
"822";"gagelhof,utrecht";2015;"zaterdag";"24/10/2015";"43";"09:00";"16:00";"Braderie De Gagelhof ruimt op";"Gagelhof";"";NA;NA;NA;NA;"zaterdag";"Gagelhof";5,1099632;52,1208543
"823";"gagelhof,utrecht";2015;"zaterdag";"19/12/2015";"51";"11:30";"16:30";"Groots genieten op de Gagelhof";"Gagelhof";"";NA;NA;NA;NA;"zaterdag";"Gagelhof";5,1099632;52,1208543
"824";"galgenwaard,utrecht";2014;"zaterdag";"03-05-2014";"18";"10:30";"15:30";"Fan Village BBQ";"Galgenwaard";"";NA;NA;NA;NA;"zaterdag";"Galgenwaard";5,1458244;52,0783638
"825";"galgenwaard,utrecht";2014;"donderdag";"06-02-2014";"6";"10:30";"15:30";"p";"Galgenwaard";"";NA;NA;NA;NA;"donderdag";"Galgenwaard";5,1458244;52,0783638
"826";"galgenwaard,utrecht";2014;"zondag";"02-01-2014";"5";"10:30";"15:30";"Fan Village BBQ";"Galgenwaard";"";NA;NA;NA;NA;"zondag";"Galgenwaard";5,1458244;52,0783638
"827";"galgenwaard,utrecht";2015;"vrijdag";"20-03-2015";"12";"18:30";"20:00";"Fan Village";"Galgenwaard";"";NA;NA;NA;NA;"vrijdag";"Galgenwaard";5,1458244;52,0783638
"828";"galgenwaard,utrecht";2014;"zondag";"19-01-2014";"3";"10:30";"15:30";"Fan Village BBQ";"Galgenwaard";"";NA;NA;NA;NA;"zondag";"Galgenwaard";5,1458244;52,0783638
"829";"galgenwaard,utrecht";2015;"zondag";"03-03-2015";"10";"14:15";"16:45";"Fan Village";"Galgenwaard";"";NA;NA;NA;NA;"zondag";"Galgenwaard";5,1458244;52,0783638
"830";"galgenwaard,utrecht";2012;"zondag";"26/08/2012";"34";"12:30";"17:30";"56e rabo ronde van midden nederland";"Galgenwaard";"";NA;NA;NA;NA;"zondag";"Galgenwaard";5,1458244;52,0783638
"831";"galgenwaard,utrecht";2015;"zondag";"15/02/2015";"7";"13:00";"14:30";"Fan Village";"Galgenwaard";"";NA;NA;NA;NA;"zondag";"Galgenwaard";5,1458244;52,0783638
"832";"galgenwaard,utrecht";2015;"zondag";"01-02-2015";"5";"13:00";"14:30";"Fan Village";"Galgenwaard";"";NA;NA;NA;NA;"zondag";"Galgenwaard";5,1458244;52,0783638
"833";"galgenwaard,utrecht";2015;"zondag";"18/01/2015";"3";"13:00";"14:30";"Fan Village";"Galgenwaard";"";NA;NA;NA;NA;"zondag";"Galgenwaard";5,1458244;52,0783638
"834";"galgenwaard,utrecht";2013;"zondag";"15-12-2013";"50";"18:00";"23:30";"Fan Village Barbecue";"Galgenwaard";"";NA;NA;NA;NA;"zondag";"Galgenwaard";5,1458244;52,0783638
"835";"galgenwaard,utrecht";2014;"zondag";"23-03-2014";"";"10:30";"15:30";"Fan Village BBQ";"Galgenwaard";"";NA;NA;NA;NA;"zondag";"Galgenwaard";5,1458244;52,0783638
"836";"galgenwaard,utrecht";2014;"";"";"";"13:00";"14:30";"Fan Village (wedstrijden FC Utrecht)";"Galgenwaard";"";NA;NA;NA;NA;"";"Galgenwaard";5,1458244;52,0783638
"837";"galgenwaard,utrecht";2014;"zondag";"07/12/2014";"";"13:00";"15:00";"Fan Village";"Galgenwaard";"";NA;NA;NA;NA;"zondag";"Galgenwaard";5,1458244;52,0783638
"838";"galgenwaard,utrecht";2014;"zondag";"23/11/2014";"";"13:00";"15:00";"Fan Village";"Galgenwaard";"";NA;NA;NA;NA;"zondag";"Galgenwaard";5,1458244;52,0783638
"839";"galgenwaard,utrecht";2015;"zondag";"02/08/2015";"31";"12:00";"17:00";"FC Utrecht Open dag 2015";"Galgenwaard";"";NA;NA;NA;NA;"zondag";"Galgenwaard";5,1458244;52,0783638
"840";"galgenwaard,utrecht";2013;"woensdag";"25-09-2013";"39";"18:00";"23:30";"Fan Village Barbecue";"Galgenwaard";"";NA;NA;NA;NA;"woensdag";"Galgenwaard";5,1458244;52,0783638
"841";"galgenwaard,utrecht";2014;"zondag";"02/11/2014";"";"13:00";"15:00";"Fan Village";"Galgenwaard";"";NA;NA;NA;NA;"zondag";"Galgenwaard";5,1458244;52,0783638
"842";"galgenwaard,utrecht";2014;"zondag";"26/10/2014";"";"13:00";"15:00";"Fan Village";"Galgenwaard";"";NA;NA;NA;NA;"zondag";"Galgenwaard";5,1458244;52,0783638
"843";"galgenwaard,utrecht";2014;"zaterdag";"04/10/2014";"";"13:00";"15:00";"Fan Village";"Galgenwaard";"";NA;NA;NA;NA;"zaterdag";"Galgenwaard";5,1458244;52,0783638
