"";"location_adress";"year";"day";"date_from_to";"weeknr";"time_from";"time_to";"event_naam";"location";"openbareruimtenaam";"rdx";"rdy";"lon.x";"lat.x";"nday";"location_ch";"lon.y";"lat.y"
"1";",utrecht";2012;"maandag";"29-04-2012 t/m 30-04-2012";"17";"";"";"Koninginnedag Cafe de Binnenstad";"";"";NA;NA;NA;NA;"maandag";"";5,1214201;52,0907374
"2";"1e daalsedijk 129,utrecht";2013;"woensdag";"31-10-2013 t/m 03-11-2013";"44";"";"";"Impakt Festival 2013 Capitalism Catch22";"1e Daalsedijk 129";"";NA;NA;NA;NA;"woensdag";"1e Daalsedijk 129";5,1070254;52,0959946
"3";"a.h.g.fokkerstraat,utrecht";2012;"zaterdag";"01/09/2012";"35";"14:00";"00:00";"Meet the Fokkers";"A.H.G.Fokkerstraat";"";NA;NA;NA;NA;"zaterdag";"A.H.G.Fokkerstraat";5,0831504;52,1135079
"4";"a2 park leidsche rijn,utrecht";2013;"vrijdag";"23-08-2013 t/m 31-08-2013";"34";"18:00 14:00 18:00 14:00";"19:00 15:00 19:00 15:00";"Geluk de bestemming waar je ziel naar zocht";"A2 park Leidsche Rijn";"";NA;NA;NA;NA;"vrijdag";"A2 park Leidsche Rijn";5,0740705;52,0865956
"5";"a2 park leidsche rijn,utrecht";2013;"zaterdag";"13-04-2013";"15";"21:00";"22:30";"Openingsspektakel The Art of Making Peace";"A2 park Leidsche Rijn";"";NA;NA;NA;NA;"zaterdag";"A2 park Leidsche Rijn";5,0740705;52,0865956
"6";"aakplein,utrecht";2013;"zaterdag";"21-09-2013";"";"12:00";"23:00";"Buurtfeest Schepenbuurt";"Aakplein";"Aakplein";134109;456782;5,082317;52,098895;"zaterdag";"Aakplein";5,0814562;52,0986642
"7";"aakplein,utrecht";2016;"zaterdag";"28/05/2016";"21";"09:00";"14:00";"Vrijmarkt Schepenbuurt";"Aakplein";"Aakplein";134109;456782;5,082317;52,098895;"zaterdag";"Aakplein";5,0814562;52,0986642
"8";"aakplein,utrecht";2013;"zaterdag";"22-06-2013 t/m 23-06-2013";"25";"12:00 12:00 ";"20:00 19:00";"Koffieritueel de spelende mens";"Aakplein";"Aakplein";134109;456782;5,082317;52,098895;"zaterdag";"Aakplein";5,0814562;52,0986642
"9";"aakplein,utrecht";2015;"zaterdag";"30/05/2015";"22";"09:00";"17:00";"Kleedjesmarkt Schepenbuurt";"Aakplein";"Aakplein";134109;456782;5,082317;52,098895;"zaterdag";"Aakplein";5,0814562;52,0986642
"10";"ab harrewijnstraat,utrecht";2013;"zondag";"23-06-2013";"25";"13:00";"18:00";"Cultuurplein vrede van utrecht";"Ab harrewijnstraat";"Ab Harrewijnstraat";132400;455531;5,057464;52,087577;"zondag";"Ab harrewijnstraat";5,0565679;52,0877008
"11";"ab harrewijnstraat,utrecht";2012;"vrijdag";"13/04/2012";"12";"19:30";"23:30";"LAFF de buurten van utrecht";"Ab Harrewijnstraat";"Ab Harrewijnstraat";132400;455531;5,057464;52,087577;"vrijdag";"Ab Harrewijnstraat";5,0565679;52,0877008
"12";"ab harrewijnstraat,utrecht";2012;"zondag";"13/05/2012";"19";"13:00";"18:00";"Cultuurplein het Groene Sticht";"Ab Harrewijnstraat";"Ab Harrewijnstraat";132400;455531;5,057464;52,087577;"zondag";"Ab Harrewijnstraat";5,0565679;52,0877008
"13";"ab harrewijnstraat,utrecht";2011;"zaterdag";"30-04-2011";"17";"07:00";"13:30";"Kindervrijmarkt Ab harrewijnstraat";"Ab Harrewijnstraat";"Ab Harrewijnstraat";132400;455531;5,057464;52,087577;"zaterdag";"Ab Harrewijnstraat";5,0565679;52,0877008
"14";"ab harrewijnstraat,utrecht";2016;"woensdag";"27-04-2016";"17";"09:00";"14:00";"Koningsdagspelen";"Ab Harrewijnstraat";"Ab Harrewijnstraat";132400;455531;5,057464;52,087577;"woensdag";"Ab Harrewijnstraat";5,0565679;52,0877008
"15";"ab harrewijnstraat,utrecht";2011;"zondag";"19-06-2011";"24";"14:00";"18:00";"Antiliaans Cultuurplein";"Ab Harrewijnstraat";"Ab Harrewijnstraat";132400;455531;5,057464;52,087577;"zondag";"Ab Harrewijnstraat";5,0565679;52,0877008
"16";"ab harrewijnstraat,utrecht";2014;"zaterdag";"26-04-2014";"17";"07:30";"13:00";"Koningsdag Ab Harrewijn";"Ab Harrewijnstraat";"Ab Harrewijnstraat";132400;455531;5,057464;52,087577;"zaterdag";"Ab Harrewijnstraat";5,0565679;52,0877008
"17";"ab harrewijnstraat,utrecht";2013;"dinsdag";"30-04-2013";"18";"7:00";"14:00";"Kindervrijmarkt ab harrewijnstraat";"Ab harrewijnstraat";"Ab Harrewijnstraat";132400;455531;5,057464;52,087577;"dinsdag";"Ab harrewijnstraat";5,0565679;52,0877008
"18";"ab harrewijnstraat,utrecht";2011;"zondag";"22-05-2011";"20";"13:00";"18:00";"Chinees Cultuurplein";"Ab Harrewijnstraat";"Ab Harrewijnstraat";132400;455531;5,057464;52,087577;"zondag";"Ab Harrewijnstraat";5,0565679;52,0877008
"19";"ab harrewijnstraat,utrecht";2012;"maandag";"30/04/2012";"18";"10:00";"13:00";"Kindervrijmarkt Ab Harrewijn";"Ab Harrewijnstraat";"Ab Harrewijnstraat";132400;455531;5,057464;52,087577;"maandag";"Ab Harrewijnstraat";5,0565679;52,0877008
"20";"ab harrewijnstraat,utrecht";2013;"zondag";"08-09-2013";"36";"13:00";"17:00";"Cultuurplein het groene sticht";"Ab Harrewijnstraat";"Ab Harrewijnstraat";132400;455531;5,057464;52,087577;"zondag";"Ab Harrewijnstraat";5,0565679;52,0877008
"21";"ab harrewijnstraat,utrecht";2015;"donderdag";"14-05-2015";"20";"13:00";"17:00";"straatvoetbaltoernooi";"Ab Harrewijnstraat ";"";NA;NA;NA;NA;"donderdag";"Ab Harrewijnstraat ";5,0565679;52,0877008
"22";"ab harrewijnstraat,utrecht";2015;"zaterdag";"26-09-2015";"39";"13:00";"17:00";"Franse chansons op het plein";"Ab Harrewijnstraat ";"";NA;NA;NA;NA;"zaterdag";"Ab Harrewijnstraat ";5,0565679;52,0877008
"23";"ab harrewijnstraat,utrecht";2015;"zondag";"05-07-2015";"27";"12:00";"18:00";"Frans cultuurplein";"Ab Harrewijnstraat ";"";NA;NA;NA;NA;"zondag";"Ab Harrewijnstraat ";5,0565679;52,0877008
"24";"ab harrweijnstraat,utrecht";2014;"zondag";"22-06-2014";"25";"14:00";"17:00";"Midzomer cultuurmarkt Leidsche Rijn";"Ab Harrweijnstraat";"";NA;NA;NA;NA;"zondag";"Ab Harrweijnstraat";5,0565679;52,0877008
"25";"abel tasmanstraat 2 t/m 90,utrecht";2011;"donderdag";"05-05-2011";"18";"07:00";"17:00";"Lombok 5 mei";"Abel Tasmanstraat 2 t/m 90";"";NA;NA;NA;NA;"donderdag";"Abel Tasmanstraat 2 t/m 90";5,0950235;52,0882994
"26";"abel tasmanstraat,utrecht";2014;"maandag";"05/05/2014";"19";"07:00";"17:00";"Lombok 5 mei";"Abel Tasmanstraat";"Abel Tasmanstraat";135016;455752;5,095617;52,089666;"maandag";"Abel Tasmanstraat";5,0958371;52,0896778
"27";"abel tasmanstraat,utrecht";2015;"dinsdag";"05/05/2015";"19";"07:00";"17:00";"Lombok 5 mei feest";"Abel Tasmanstraat";"Abel Tasmanstraat";135016;455752;5,095617;52,089666;"dinsdag";"Abel Tasmanstraat";5,0958371;52,0896778
"28";"abel tasmanstraat,utrecht";2013;"zondag";"05-05-2013";"18";"7:00";"17:00";"Lombok 5 mei";"Abel Tasmanstraat";"Abel Tasmanstraat";135016;455752;5,095617;52,089666;"zondag";"Abel Tasmanstraat";5,0958371;52,0896778
"29";"abel tasmanstraat,utrecht";2012;"zaterdag";"05/05/2012";"18";"07:00";"17:00";"Lombok 5 mei";"Abel tasmanstraat";"Abel Tasmanstraat";135016;455752;5,095617;52,089666;"zaterdag";"Abel tasmanstraat";5,0958371;52,0896778
"30";"abel tasmanstraat,utrecht";2016;"donderdag";"05-05-2016";"18";"07:00";"17:00";"Lombok 5 mei feest";"Abel Tasmanstraat";"Abel Tasmanstraat";135016;455752;5,095617;52,089666;"donderdag";"Abel Tasmanstraat";5,0958371;52,0896778
"31";"abraham dolehof,utrecht";2013;"zondag";"19-05-2013";"20";"11:00";"16:00";"Buitenlunch";"Abraham Dolehof";"Abraham Dolehof";136859;455572;5,122516;52,088112;"zondag";"Abraham Dolehof";5,12227;52,0880343
"32";"achter clarenburg,utrecht";2012;"zondag";"03/06/2012";"22";"13:00";"19:30";"Culturele Zondag Utrecht Danst!";"Achter Clarenburg";"Achter Clarenburg";136414;455858;5,11601;52,090668;"zondag";"Achter Clarenburg";5,1152924;52,0911174
"33";"achter clarenburg,utrecht";2014;"zaterdag";"23-08-2014 t/m 24-08-2014";"34";"12:00";"19:00";"Draaiorgelmuziek";"Achter Clarenburg ";"";NA;NA;NA;NA;"zaterdag";"Achter Clarenburg ";5,1152924;52,0911174
"34";"achter de dom en route maliebaan,utrecht";2013;"zondag";"05-05-2013";"18";"13:00";"14:00";"Optocht making peace expositie";"Achter de Dom en route Maliebaan";"";NA;NA;NA;NA;"zondag";"Achter de Dom en route Maliebaan";5,1335975;52,0916885
"35";"achter de dom,utrecht";2012;"donderdag";"17-05-2012 t/m 19-05-2012";"20";"07:00";"19:00";"Filmopnames het Bombardement";"Achter de Dom";"Achter de Dom";136865;455900;5,122579;52,091064;"donderdag";"Achter de Dom";5,1229565;52,0907268
"36";"achter de dom,utrecht";2016;"vrijdag";"11/11/2016";"45";"17:30";"18:30";"Sint Maartenspel";"Achter de dom";"Achter de Dom";136865;455900;5,122579;52,091064;"vrijdag";"Achter de dom";5,1229565;52,0907268
"37";"achter de dom,utrecht";2013;"zaterdag";"22-06-2013 t/m 23-06-2013";"25";"10:00";"18:00";"Urban Trajectories";"Achter de Dom";"Achter de Dom";136865;455900;5,122579;52,091064;"zaterdag";"Achter de Dom";5,1229565;52,0907268
"38";"achter de dom,utrecht";2015;"woensdag";"11/11/2015";"46";"17:30";"18:30";"Sint Maartenspel";"Achter de Dom";"Achter de Dom";136865;455900;5,122579;52,091064;"woensdag";"Achter de Dom";5,1229565;52,0907268
"39";"achter de dom,utrecht";2012;"vrijdag";"09-11-2012";"45";"18:00";"18:45";"St maartenfeest Achter de Dom";"Achter de Dom";"Achter de Dom";136865;455900;5,122579;52,091064;"vrijdag";"Achter de Dom";5,1229565;52,0907268
"40";"achter de dom,utrecht";2016;"dinsdag";"12-01-2016";"2";"22:30";"23:30";"Fakkeltocht Unitas S.R. opening lustrum";"Achter de Dom";"Achter de Dom";136865;455900;5,122579;52,091064;"dinsdag";"Achter de Dom";5,1229565;52,0907268
"41";"achter de dom,utrecht";2011;"maandag";"21-03-2011 t/m 11-04-2011";"12";"";"";"Objectvergunning Liszt Concours";"Achter de Dom ";"";NA;NA;NA;NA;"maandag";"Achter de Dom ";5,1229565;52,0907268
"42";"achter st. pieter,utrecht";2015;"vrijdag";"12/06/2015";"24";"09:00";"13:00";"Filmopnamen De Helleveeg";"Achter St. Pieter";"";NA;NA;NA;NA;"vrijdag";"Achter St. Pieter";5,1233998;52,0914165
"43";"achter st. pieter,utrecht";2015;"woensdag";"14/10/2015";"42";"06:00";"20:00";"Filmopnamen Riphagen";"Achter St. Pieter";"";NA;NA;NA;NA;"woensdag";"Achter St. Pieter";5,1233998;52,0914165
"44";"adelaarstraat,utrecht";2013;"zaterdag";"13-07-2013";"28";"14:00";"21:00";"BBQ O'leay";"Adelaarstraat";"Adelaarstraat";136314;456752;5,114498;52,098697;"zaterdag";"Adelaarstraat";5,1168117;52,0993947
"45";"adema scheltemabaan,utrecht";2013;"dinsdag";"10-12-2013";"50";"12:00";"22:00";"Kerstmarkt KCS";"Adema Scheltemabaan";"";NA;NA;NA;NA;"dinsdag";"Adema Scheltemabaan";NA;NA
"46";"admiraal helfrichlaan,utrecht";2016;"zondag";"29/05/2016";"21";"10:00";"17:00";"Braderie Admiraal Helfrichlaan";"Admiraal Helfrichlaan";"Admiraal Helfrichlaan";134982;454682;5,095186;52,080049;"zondag";"Admiraal Helfrichlaan";5,0968121;52,0815657
"47";"admiraal helfrichlaan,utrecht";2015;"zaterdag";"11-07-2015";"28";"11:00";"18:00";"Braderie Admiraal Helfrichlaan";"Admiraal Helfrichlaan";"Admiraal Helfrichlaan";134982;454682;5,095186;52,080049;"zaterdag";"Admiraal Helfrichlaan";5,0968121;52,0815657
"48";"admiraal helfrichlaan,utrecht";2014;"zondag";"11/05/2014";"19";"11:00";"18:00";"Braderie Admiraal Helfrichlaan";"Admiraal Helfrichlaan";"Admiraal Helfrichlaan";134982;454682;5,095186;52,080049;"zondag";"Admiraal Helfrichlaan";5,0968121;52,0815657
"49";"admiraal helfrichlaan,utrecht";2015;"zondag";"10-05-2015";"19";"11:00";"18:00";"Braderie Admiraal Helfrichlaan";"Admiraal Helfrichlaan";"Admiraal Helfrichlaan";134982;454682;5,095186;52,080049;"zondag";"Admiraal Helfrichlaan";5,0968121;52,0815657
"50";"admiraal helfrichlaan,utrecht";2016;"zaterdag";"30/04/2016";"17";"09:00";"18:00";"Braderie Admiraal Helfrichlaan";"Admiraal Helfrichlaan";"Admiraal Helfrichlaan";134982;454682;5,095186;52,080049;"zaterdag";"Admiraal Helfrichlaan";5,0968121;52,0815657
"51";"admiraal helfrichlaan,utrecht";2014;"zaterdag";"19-07-2014";"29";"11:00";"17:00";"Braderie Admiraal Helfrichlaan";"Admiraal Helfrichlaan";"Admiraal Helfrichlaan";134982;454682;5,095186;52,080049;"zaterdag";"Admiraal Helfrichlaan";5,0968121;52,0815657
"52";"adriaen van ostadelaan,utrecht";2011;"zaterdag";"17-12-2011";"50";"15:00";"19:00";"Heropening Adriaen van Ostadelaan";"Adriaen van Ostadelaan";"Adriaen van Ostadelaan";138069;455027;5,140191;52,083251;"zaterdag";"Adriaen van Ostadelaan";5,1409407;52,0816708
"53";"adriaen van ostadelaan,utrecht";2016;"donderdag";"01/09/2016";"35";"12:00";"15:00";"Opening kruispunt Adriaen van Ostadelaan";"Adriaen van Ostadelaan";"Adriaen van Ostadelaan";138069;455027;5,140191;52,083251;"donderdag";"Adriaen van Ostadelaan";5,1409407;52,0816708
"54";"agamemnondreef,utrecht";2013;"zondag";"02-06-2013";"22";"8:00";"17:00";"Rommelmarkt Agamemnondreef";"Agamemnondreef";"Agamemnondreef";137513;458560;5,131904;52,114994;"zondag";"Agamemnondreef";5,1321608;52,1150028
"55";"agnietenstraat t.o. centraal museum,utrecht";2011;"";"20-05-2011 t/m 18-06-2011";"20";"";"";"Objectvergunning Dutch Doc Photo";"Agnietenstraat t.o. Centraal Museum";"";NA;NA;NA;NA;"";"Agnietenstraat t.o. Centraal Museum";5,1257148;52,0835848
"56";"agnietenstraat,utrecht";2011;"vrijdag";"11-11-2011 t/m 09-12-2011";"45";"";"";"Objectvergunning Centraal Museum";"Agnietenstraat";"Agnietenstraat";137093;455092;5,125957;52,08381;"vrijdag";"Agnietenstraat";5,1263804;52,0840766
"57";"agnietenstraat,utrecht";2011;"zaterdag";"11-06-2011";"23";"11:00";"17:00";"Documentaire fotoboekenmarkt dutch doc boys";"Agnietenstraat";"Agnietenstraat";137093;455092;5,125957;52,08381;"zaterdag";"Agnietenstraat";5,1263804;52,0840766
"58";"agnietenstraat,utrecht";2011;"woensdag";"01-06-2011 t/m 03-06-2011";"22";"";"";"Objectvergunning utrechts kwartier";"Agnietenstraat";"Agnietenstraat";137093;455092;5,125957;52,08381;"woensdag";"Agnietenstraat";5,1263804;52,0840766
"59";"agnietenstraat,utrecht";2012;"zaterdag";"20/10/2012";"42";"20:00";"03:00";"Museumnacht";"Agnietenstraat";"Agnietenstraat";137093;455092;5,125957;52,08381;"zaterdag";"Agnietenstraat";5,1263804;52,0840766
"60";"agnietenstraat,utrecht";2011;"maandag";"03-01-2011 t/m 31-01-2011";"1";"";"";"Objectvergunning Rietveldjaar Centraal museum";"Agnietenstraat";"Agnietenstraat";137093;455092;5,125957;52,08381;"maandag";"Agnietenstraat";5,1263804;52,0840766
"61";"akkrumerraklaan en route,utrecht";2014;"zaterdag";"22/11/2014";"47";"09:30";"12:30";"Intocht sinterklaas LR";"Akkrumerraklaan en route";"";NA;NA;NA;NA;"zaterdag";"Akkrumerraklaan en route";5,0667134;52,0843445
"62";"albert schweitzerdreef,utrecht";2011;"";"23-05-2011 t/m 14-07-2011";"21";"";"";"Objectvergunning Kaap";"Albert Schweitzerdreef";"Albert Schweitzerdreef";136800;459206;5,121457;52,120777;"";"Albert Schweitzerdreef";5,1249949;52,1193178
"63";"aldo van eijckplantsoen,utrecht";2014;"zaterdag";"26-04-2014";"17";"13:00";"18:00";"Koningsdag t Zand";"Aldo van Eijckplantsoen";"";NA;NA;NA;NA;"zaterdag";"Aldo van Eijckplantsoen";5,0415808;52,0939689
"64";"aldo van eijckplantsoen,utrecht";2016;"woensdag";"27-04-2016";"17";"12:00";"18:00";"Koningsdag 't Zand ";"Aldo van Eijckplantsoen";"";NA;NA;NA;NA;"woensdag";"Aldo van Eijckplantsoen";5,0415808;52,0939689
"65";"aldo van eijkplantsoen,utrecht";2015;"maandag";"27/04/2015";"18";"12:00";"18:00";"koningsdag 't zand";"Aldo van Eijkplantsoen";"";NA;NA;NA;NA;"maandag";"Aldo van Eijkplantsoen";5,0415808;52,0939689
"66";"aldo van eyckmanplantsoen,utrecht";2013;"dinsdag";"30-04-2013";"18";"13:00";"18:00";"Koninginnedag het Zand";"Aldo van Eyckmanplantsoen";"";NA;NA;NA;NA;"dinsdag";"Aldo van Eyckmanplantsoen";5,0415808;52,0939689
"67";"amaliapark en route,utrecht";2014;"maandag";"02-06-2014 t/m 05-06-2014";"23";"18:30";"21:00";"Avondvierdaagse Leidsche Rijn";"Amaliapark en route";"";NA;NA;NA;NA;"maandag";"Amaliapark en route";5,0568058;52,0910144
"68";"amaliapark en route,utrecht";2011;"zaterdag";"19-11-2011";"46";"10:15";"11:15";"Intocht sinterklaas leidsche rijn";"Amaliapark en route";"";NA;NA;NA;NA;"zaterdag";"Amaliapark en route";5,0568058;52,0910144
"69";"amaliapark en route,utrecht";2011;"dinsdag";"07-06-2011 t/m 10-06-2011";"23";"18:00";"21:00";"Avondvierdaagse Leidsche Rijn";"Amaliapark en route";"";NA;NA;NA;NA;"dinsdag";"Amaliapark en route";5,0568058;52,0910144
"70";"amaliapark en route,utrecht";2012;"zaterdag";"24-11-2012";"47";"10:30";"11:15";"Optocht Sinterklaas LR";"Amaliapark en route";"";NA;NA;NA;NA;"zaterdag";"Amaliapark en route";5,0568058;52,0910144
"71";"amaliapark en route,utrecht";2012;"dinsdag";"05-06-2012 t/m 08-06-2012";"23";"17:00";"21:00";"Avondvierdaagse Leidsche Rijn";"Amaliapark en route";"";NA;NA;NA;NA;"dinsdag";"Amaliapark en route";5,0568058;52,0910144
"72";"amaliapark,utrecht";2016;"woensdag";"15-06-2016 t/m 19-06-2016";"24";"14:00";"22:00";"Kermis Amaliapark";"Amaliapark";"";NA;NA;NA;NA;"woensdag";"Amaliapark";5,0568058;52,0910144
"73";"amaliapark,utrecht";2015;"woensdag";"23-09-2015 t/m 27-09-2015";"39";"diverse tijden";"";"Circus Werona";"Amaliapark";"";NA;NA;NA;NA;"woensdag";"Amaliapark";5,0568058;52,0910144
"74";"amaliapark,utrecht";2015;"dinsdag";"18-8-2015 t/m 20-08-2015";"34";"10:00";"21:00";"Vakantie Bijbel Club";"Amaliapark";"";NA;NA;NA;NA;"dinsdag";"Amaliapark";5,0568058;52,0910144
"75";"amaliapark,utrecht";2015;"zondag";"01-07-2015 t/m 05-07-2015";"27";"06:00 15:00";"18:00 23:00";"Grand depart";"Amaliapark";"";NA;NA;NA;NA;"zondag";"Amaliapark";5,0568058;52,0910144
"76";"amaliapark,utrecht";2015;"zondag";"14/06/2015";"24";"10:30";"13:00";"Parkdienst Leidsche Rijn";"Amaliapark";"";NA;NA;NA;NA;"zondag";"Amaliapark";5,0568058;52,0910144
"77";"amaliapark,utrecht";2013;"dinsdag";"27-08-2019 t/m 29-08-2013";"35";"9:00";"18:00";"Vakantie Bijbel Club";"Amaliapark";"";NA;NA;NA;NA;"dinsdag";"Amaliapark";5,0568058;52,0910144
"78";"amaliapark,utrecht";2014;"donderdag";"29-05-2014 t/m 09-06-2014";"22";"";"";"Circus herman Renz";"Amaliapark";"";NA;NA;NA;NA;"donderdag";"Amaliapark";5,0568058;52,0910144
"79";"amaliapark,utrecht";2016;"woensdag";"21-09-2016 t/m 25-09-2016";"38";"15:00";"21:00";"Circus Louis Knie";"Amaliapark";"";NA;NA;NA;NA;"woensdag";"Amaliapark";5,0568058;52,0910144
"80";"amaliapark,utrecht";2015;"donderdag";"19-05-2015 t/m 25-05-2015";"21";"diverse tijden";"";"Circus herman renz";"Amaliapark";"";NA;NA;NA;NA;"donderdag";"Amaliapark";5,0568058;52,0910144
"81";"amaliapark,utrecht";2015;"maandag";"18-05-2015";"21";"18:30";"21:00";"Avondvierdaagse Leidsche Rijn";"Amaliapark";"";NA;NA;NA;NA;"maandag";"Amaliapark";5,0568058;52,0910144
"82";"amaliapark,utrecht";2013;"dinsdag";"04-06-2013 t/m 07-06-2013";"23";"18:30";"20:30";"Avondvierdaagse LR";"Amaliapark";"";NA;NA;NA;NA;"dinsdag";"Amaliapark";5,0568058;52,0910144
"83";"amaliapark,utrecht";2014;"dinsdag";"26-08-2014 t/m 28-08-2014";"35";"10:00";"22:00";"Vakantiebijbelclub";"Amaliapark";"";NA;NA;NA;NA;"dinsdag";"Amaliapark";5,0568058;52,0910144
"84";"amaliapark,utrecht";2011;"dinsdag";"05-07-2011 t/m 07-07-2011";"27";"10:30 10:30";"22:00 14:00";"Vakantiebijbelclub";"Amaliapark";"";NA;NA;NA;NA;"dinsdag";"Amaliapark";5,0568058;52,0910144
"85";"amaliapark,utrecht";2016;"zondag";"28/08/2016";"34";"10:00";"18:00";"Leidsche Rijn Festival";"Amaliapark";"";NA;NA;NA;NA;"zondag";"Amaliapark";5,0568058;52,0910144
"86";"amaliapark,utrecht";2016;"zondag";"28/08/2016";"34";"14:00";"16:00";"Het Glazen Circus presenteert….";"amaliapark";"";NA;NA;NA;NA;"zondag";"amaliapark";5,0568058;52,0910144
"87";"amaliapark,utrecht";2016;"dinsdag";"07-06-2016 t/m 10-06-2016";"23";"18:30";"21:00";"NWB Avondvierdaagse Leidsche Rijn";"Amaliapark";"";NA;NA;NA;NA;"dinsdag";"Amaliapark";5,0568058;52,0910144
"88";"amaliapark,utrecht";2016;"dinsdag";"16-08-2016 t/m 17-08-2016";"33";"09:00";"14:00";"Vakantie Bijbel Club";"Amaliapark";"";NA;NA;NA;NA;"dinsdag";"Amaliapark";5,0568058;52,0910144
"89";"amaliapark,utrecht";2016;"zondag";"12-06-2016";"23";"10:30";"13:00";"Parkdienst Leidsche Rijn";"Amaliapark";"";NA;NA;NA;NA;"zondag";"Amaliapark";5,0568058;52,0910144
"90";"amaliapark,utrecht";2013;"dinsdag";"17-05-2013 t/m 26-05-2013";"20";"20:00 15:00 13:00 16:30 15:00 14:00";"19:00 22:30 22:30 22:30 22:30 16:30";"Circus Renz";"Amaliapark";"";NA;NA;NA;NA;"dinsdag";"Amaliapark";5,0568058;52,0910144
"91";"amaliapark,utrecht";2012;"maandag";"10-09-2012 t/m 17-09-2012";"37";"18:00 14:00";"23:00 19:00";"Nazomercircus";"Amaliapark ";"";NA;NA;NA;NA;"maandag";"Amaliapark ";5,0568058;52,0910144
"92";"amandelstraat,utrecht";2011;"zaterdag";"14-05-2011";"19";"08:00";"18:00";"Rommelmarkt Ondiep";"Amandelstraat";"Amandelstraat";135309;457380;5,099792;52,104309;"zaterdag";"Amandelstraat";5,1014344;52,103433
"93";"amandelstraat,utrecht";2011;"zaterdag";"20-08-2011";"33";"08:00";"18:00";"Rommelmarkt Ondiep Live";"Amandelstraat";"Amandelstraat";135309;457380;5,099792;52,104309;"zaterdag";"Amandelstraat";5,1014344;52,103433
"94";"amazonedreef,utrecht";2011;"vrijdag";"30-09-2011";"39";"16:00";"19:00";"Opening Nieuwe locatie CJG";"Amazonedreef";"Amazonedreef";135633;458682;5,104451;52,116025;"vrijdag";"Amazonedreef";5,10145;52,1189458
"95";"amerhof,utrecht";2011;"zaterdag";"16-04-2011";"15";"10:00";"17:00";"Wijkfeest Rivierenwijk";"Amerhof";"Amerhof";136484;453645;5,117142;52,070783;"zaterdag";"Amerhof";5,1170023;52,0709501
"96";"amerhof,utrecht";2013;"zaterdag";"21-09-2013";"38";"6:00";"20:00";"Wijkfeest Amerhof";"Amerhof";"Amerhof";136484;453645;5,117142;52,070783;"zaterdag";"Amerhof";5,1170023;52,0709501
"97";"amerhof,utrecht";2012;"zaterdag";"22/09/2012";"38";"09:00";"23:00";"Wijkfeest Amerhof";"Amerhof";"Amerhof";136484;453645;5,117142;52,070783;"zaterdag";"Amerhof";5,1170023;52,0709501
"98";"amstelstraat e.o.,utrecht";2014;"zaterdag";"12/04/2014";"15";"09:00";"17:00";"Rivierenwijkfeest";"Amstelstraat e.o.";"";NA;NA;NA;NA;"zaterdag";"Amstelstraat e.o.";5,1146567;52,0729139
"99";"amstelstraat,utrecht";2012;"zaterdag";"21/04/2012";"16";"07:00";"18:00";"Rivierenwijkfeest";"Amstelstraat";"Amstelstraat";136208;453883;5,113108;52,072906;"zaterdag";"Amstelstraat";5,1146567;52,0729139
"100";"amstelstraat,utrecht";2011;"zaterdag";"16-04-2011";"15";"07:00";"18:00";"Rivierenwijkfeest";"Amstelstraat";"Amstelstraat";136208;453883;5,113108;52,072906;"zaterdag";"Amstelstraat";5,1146567;52,0729139
"101";"amsterdamsestraatweg,utrecht";2011;"zaterdag";"07-05-2011";"18";"09:00";"17:00";"Braderie Amsterdamsestraatweg";"Amsterdamsestraatweg";"Amsterdamsestraatweg";134864;457433;5,093292;52,104773;"zaterdag";"Amsterdamsestraatweg";5,0825395;52,1107885
"102";"amsterdamsestraatweg,utrecht";2014;"donderdag";"29-05-2014";"22";"11:00";"18:00";"Braderie adamsestraatweg";"Amsterdamsestraatweg";"Amsterdamsestraatweg";134864;457433;5,093292;52,104773;"donderdag";"Amsterdamsestraatweg";5,0825395;52,1107885
"103";"amsterdamsestraatweg,utrecht";2011;"zaterdag";"03-09-2011";"35";"09:00";"17:00";"Braderie Amsterdamsestraatweg";"Amsterdamsestraatweg";"Amsterdamsestraatweg";134864;457433;5,093292;52,104773;"zaterdag";"Amsterdamsestraatweg";5,0825395;52,1107885
"104";"amsterdamsestraatweg,utrecht";2015;"donderdag";"14/05/2015";"20";"11:00";"18:00";"Braderie Amsterdamsestraatweg";"Amsterdamsestraatweg";"Amsterdamsestraatweg";134864;457433;5,093292;52,104773;"donderdag";"Amsterdamsestraatweg";5,0825395;52,1107885
"105";"amsterdamsestraatweg,utrecht";2013;"zaterdag";"07-09-2013";"36";"9:00";"17:00";"Braderie Amsterdamsestraatweg";"Amsterdamsestraatweg";"Amsterdamsestraatweg";134864;457433;5,093292;52,104773;"zaterdag";"Amsterdamsestraatweg";5,0825395;52,1107885
"106";"amsterdamsestraatweg,utrecht";2012;"zaterdag";"23/06/2012";"25";"10:00";"17:00";"Zuilens volksfeest";"Amsterdamsestraatweg";"Amsterdamsestraatweg";134864;457433;5,093292;52,104773;"zaterdag";"Amsterdamsestraatweg";5,0825395;52,1107885
"107";"amsterdamsestraatweg,utrecht";2016;"zaterdag";"17-12-2016";"50";"17:12";"17:00";"Straatfeest in kerstsfeer";"Amsterdamsestraatweg";"Amsterdamsestraatweg";134864;457433;5,093292;52,104773;"zaterdag";"Amsterdamsestraatweg";5,0825395;52,1107885
