year;day;date_from_to;weeknr;time_from;time_to;event_naam;location;openbareruimtenaam;rdx;rdy;lon;lat
2013;zaterdag;30-03-2013;13;18:30;01/00;Paasvuur tbv Paaswake;Janskerkhof;Janskerkhof;136746;456088;5.120832;52.092745
2013;zaterdag;13-04-2013;15;21:00;22:30;Openingsspektakel The Art of Making Peace;A2 park Leidsche Rijn;;;;;
2013;;;;;;Parapluvergunning Hoog Catharijne Opening Vredenburg;Hoog Catharijne;;;;;
2013;;01-04-2013-31-09-2013;14;;;Objectvergunning Vrede van Utrecht Vaantjes;Diverse locaties Binnenstad;;;;;
2013;;;;;;Parapluvergunning WKC Overvecht;WKC Overvecht;;;;;
2013;;01-04-2013-31-09-2013;14;;;Objectvergunning Vrede van Utrecht Sabelhart;Stadhuisbrug;Stadhuisbrug;136677;455956;5.119840;52.091560
2013;vrijdag;05-04-2013 t/m 07-04-2013;14;17:00       14:00       14:00;01:00        01:00       23:00;Lentebock Festival;Tolsteegbarriere;;;;;
2013;zaterdag;06-04-2013;14;9:00;17:00;Braderie Plantage;Plantage;Plantage;135328;457186;5.100078;52.102566
2013;zaterdag;06-04-2013;14;9:30;18:00;Ouderdagen Unitas;Lucasbolwerk;Lucasbolwerk;137133;456096;5.126486;52.092829
2013;zondag;07-04-2013;14;8:00;19:00;De Streekmarkt;Twijnstraat;Twijnstraat;136907;455072;5.123243;52.083621
2013;zondag;07-04-2013;14;11:00;17:00;Zondagse Platen en CD beurs;Janskerkhof;Janskerkhof;136746;456088;5.120832;52.092745
2013;zondag;07-04-2013;14;;;Parapluvergunning Hoog Catharijne Voorjaarsmodeshow;Hoog Catharijne;;;;;
2013;vrijdag;13-04-2013 t/m 14-04-2013;15;11:00       13:00;01:00         19:00;CZ Utrecht Danst;Domplein;Domplein;136760;455888;5.121057;52.090953
2013;vrijdag;12-04-2013 t/m 14-04-2013;15;16:00        11:00        13:00;23:00      01:00      19:00 ;CZ Utrecht Danst;Oudegracht;Oudegracht;136413;456451;5.115957;52.095996
2013;vrijdag;12-04-2013 t/m 14-04-2013;15;16:00   11:00    13:00 ;23:00   01:00    19:00;CZ Utrecht Danst;Strosteeg;Strosteeg;136623;455639;5.119070;52.088707
2013;vrijdag;13-04-2013 t/m 14-04-2013;15;11:00    13:00;01:00    19:00;CZ Utrecht Danst;Stadhuisbrug;Stadhuisbrug;136677;455956;5.119840;52.091560
2013;vrijdag;13-04-2013 t/m 14-04-2013;15;11:00    13:00;01:00    19:00;CZ Utrecht Danst;Korte Minrebroederstraat;Korte Minrebroederstraat;136709;456003;5.120304;52.091983
2013;vrijdag;13-04-2013 t/m 14-04-2013;15;11:00   13:00;01:00   19:00 ;CZ Utrecht Danst;Neude;Neude;136588;456080;5.118539;52.092668
2013;maandag;15-04-2013 t/m 24-04-2013;16;18:30 10:00;23:30 18:00;Tuigdorp Mini;Maximapark;;;;;
2013;woensdag;10-04-2013;15;11:00;15:00;Urban tour Tolsteegplantsoen;Tolsteegplantsoen;Tolsteegplantsoen;137078;454231;5.125776;52.076065
2013;woensdag;10-04-2013;16;18:00;19:30;Onthullingsevenement the agreement UCK;Stadhuisbrug;Stadhuisbrug;136677;455956;5.119840;52.091560
2013;donderdag;11-04-2013;15;10:00;20:00;Platen en CD Beurs;Vredenburg;Vredenburg;136182;456134;5.112608;52.093141
2013;donderdag;11-04-2013;15;12:50;13:55;Finale KUNSTuitDAGing;Domplein;Domplein;136760;455888;5.121057;52.090953
2013;donderdag;11-04-2013;15;21:30;22:15;Opening Trajectum Lumen;Domplein;Domplein;136760;455888;5.121057;52.090953
2013;donderdag;11-04-2013;15;21:45;22:15;Onthulling slotstuk Trajectum Lumen;Domplein ;;;;;
2013;zaterdag;13-04-2013;15;9:00;23:00;Grachtenrace Rondom;Veilinghaven;;;;;
2013;zaterdag;13-04-2013;15;;;Parapluvergunning Hoog Catharijne CZ Utrecht Danst;Hoog Catharijne;;;;;
2013;zondag;14-04-2013;15;12:30;16:30;SVU skeelertocht;Nedereindseberg;;;;;
2013;dinsdag;16-04-2013;16;19:00;20:00;Zomeravondcup;Atletiekbaan Maarschalkerweerd;;;;;
2013;zaterdag;20-04-2013;16;21:30;2:00;Tentfeest KPJ de meern;Weiland naast AC de meern;;;;;
2013;woensdag;17-04-2013;16;14:00;18:00;Road show franse kust en steden;Jaarbeursplein;Jaarbeursplein;135751;455823;5.106328;52.090330
2013;donderdag;18-04-2013;16;18:00;22:30;Opening Vredenburg;Vredenburg;Vredenburg;136182;456134;5.112608;52.093141
2013;dinsdag;30-04-2013;18;20:00;23:00;Koninginnedag Hoograven;Tolsteegplantsoen;Tolsteegplantsoen;137078;454231;5.125776;52.076065
2013;vrijdag;19-04-2013 t/m 28-04-2013;16;20:00 13:00 14:00 15:00 13:00 12:00;22:30 22:30 22:00 22:30 22:30 18:00;City2cities;Hambugerstraat/Korte Nieuwstraat;;;;;
2013;zaterdag;20-04-2013 t/m 21-04-2013;16;10:00 10:00;23:00 19:00;Elf Fantasy Fair;Kasteel de Haar;;;;;
2013;vrijdag;19-04-2013;16;12:00;16:00;Sponsorloop Jenaplanschool;Bladstraat;Bladstraat;137846;456753;5.136858;52.098760
2013;vrijdag;19-04-2013 t/m 20-04-2013;16;21:00;23:30;Linie in Lichterlaaie;Fort Blauwkapel;;;;;
2013;zaterdag;20-04-2013;16;8:00;15:00;Rommelmarkt Schimmelplein;Schimmelplein;;;;;
2013;zaterdag;20-04-2013 t/m 21-04-2013;16;8:30;16:30;Bikefestival;Nedereindseberg;;;;;
2013;zaterdag;20-04-2013;16;10:00;17:00;Voorjaarsmarkt Mereveldplein;Mereveldplein;Mereveldplein;131037;454677;5.037629;52.079850
2013;zaterdag;20-04-2013;16;10:00;17:00;Wijkfeest Rivierenwijk;Dommelstraat, Schiestraat, Spaarnestraat, Schipbeekstraat, Amstelstraat;;;;;
2013;zaterdag;20-04-2013;;10:00;17:00;Wondertime;Park de Gagel;;;;;
2013;zaterdag;20-04-2013;16;11:00;21:00;Ouderdagen 2013;Hieronymusplantsoen;Hieronymusplantsoen;137141;455864;5.126617;52.090745
2013;zondag;21-04-2013;16;7:00;17:00;Rommelmarkt Verdomhoekje;Genestetstraat;;;;;
2013;zondag;21-04-2013;16;7:00;17:00;Rommelmarkt Verdomhoekje;Kinkerstraat;;;;;
2013;zondag;21-04-2013;16;7:00;17:00;Rommelmarkt Verdomhoekje;Goeverneurstraat;;;;;
2013;maandag;22-04-2013;17;9:00;18:00;Zeepkistenrace;Park Transwijk;;;;;
2013;dinsdag;23-04-2013;17;;;Filmopnames Isotopenweg;Isotopenweg;Isotopenweg;132700;458977;5.061612;52.118567
2013;woensdag;24-04-2013;17;13:00;17:00;Wonderlijk ontmoeten;Tigrisdreef;Tigrisdreef;135692;459729;5.105250;52.125437
2013;woensdag;24-04-2013;17;14:00;16:00;Atletiek in het park 1;Wilhelminapark;Wilhelminapark;137946;455567;5.138372;52.088102
2013;woensdag;24-04-2013;17;14:00;17:00;Naar de top voor KIKA;Leiwerk;;;;;
2013;woensdag;24-04-2013;17;18:00;20:00;Daklozendiner Janskerkhof;Janskerkhof;Janskerkhof;136746;456088;5.120832;52.092745
2013;donderdag;25-04-2013;17;20:30;23:00;Las Nueve Open Air Tango;Korte Minrebroederstraat;Korte Minrebroederstraat;136709;456003;5.120304;52.091983
2013;donderdag;25-04-2013;17;21:20;23:30;Buitenbioscoop Griftpark;Griftpark;;;;;
2013;donderdag;25-04-2013 t/m 26-04-2013;17;16:00 09:00 ;20:00 15:00;Urban Tour Vredenburg;Vredenburg;Vredenburg;136182;456134;5.112608;52.093141
2013;vrijdag;26-04-2013;17;10:00;12:00;Sponsorloop de Piramide;Bisschopsplein;Bisschopsplein;134586;458098;5.089200;52.110736
2013;vrijdag;26-04-2013;17;18:30;23:30;LAFF de buurten van Utrecht;Atalantahof;Atalantahof;131782;455653;5.048438;52.088648
2013;vrijdag;26-04-2013;17;;;Urban tour maximapark;Maximapark;;;;;
2013;zaterdag;27-04-2013;17;8:00;16:00;Rommelmarkt Ondiep;Ondiep;Ondiep;135290;457330;5.099519;52.103857
2013;zaterdag;27-04-2013;17;10:00;17:00;Proef eetbaar utrecht;Griftpark;;;;;
2013;zaterdag;27-04-2013;17;11:00;14:00;Parapluvergunning WKC Parkwijk verenigingsdag;WKC Parkwijk;;;;;
2013;zaterdag;27-04-2013;17;20:00;0:00;Openluchtfilm;Molenerf de Ster;;;;;
2013;maandag;29-04-2013 t/m 06-05-2013;18;13:00 13:00 13:30 10:00 13:00  ;17:00 17:00 15:30 18:00 17:00;Mei vakantieactiviteiten;Bankaplein;Bankaplein;134911;455780;5.094085;52.089912
2013;maandag;29-04-2013 t/m 30-04-2013;18;18:00 11:00;1:00 18:00;Evenementenplein Neude;Neude;Neude;136588;456080;5.118539;52.092668
2013;zondag;28-04-2013;17;9:30;13:00;Orientatieloop Binnenstad;Lepelenburg;Lepelenburg;137189;455715;5.127324;52.089409
2013;zondag;05-05-2013;18;11:00;23:00;Bevrijdingsfestival *¹   ( tot 90 db(A));Park Transwijk;;;;;
2013;maandag;29-04-2013 t/m 30-04-2013;18;18:00      11:00 ;01:00     18:00;Evenementenplein Korte Minrebroederstraat;Korte Minrebroederstraat;Korte Minrebroederstraat;136709;456003;5.120304;52.091983
2013;maandag;29-04-2013 t/m 30-04-2013;18;18:00      11:00 ;01:00     18:00;Evenementenplein Vredenburg le Passant;Vredenburg;Vredenburg;136182;456134;5.112608;52.093141
2013;maandag;29-04-2013 t/m 30-04-2013;18;18:00      11:00 ;01:00     18:00;Evenementenplein Begijneplein;Asch van Wijckskade;;;;;
2013;maandag;29-04-2013 t/m 30-04-2013;18;18:00      11:00 ;01:00     18:00;Koninginnedag Marktzicht;Breedstraat;Breedstraat;136605;456333;5.118764;52.094943
2013;maandag;29-04-2013 t/m 30-04-2013;18;18:00      11:00 ;01:00     18:00;Evenementenplein Mariaplaats;Mariaplaats;Mariaplaats;136563;455768;5.118189;52.089861
2013;maandag;29-04-2013 t/m 30-04-2013;18;18:00      11:00 ;01:00     18:00;Evenementenplein Jacobskerkhof;Jacobskerkhof;Jacobskerkhof;136429;456319;5.116200;52.094809
2013;maandag;29-04-2013 t/m 30-04-2013;18;18:00      11:00 ;01:00     18:00;Evenementenplein Stadhuisbrug;Stadhuisbrug;Stadhuisbrug;136677;455956;5.119840;52.091560
2013;maandag;29-04-2013 t/m 30-04-2013;18;18:00      11:00 ;01:00     18:00;Koninginnedag Ouwe Dikke Dries;Waterstraat;Waterstraat;136330;456369;5.114757;52.095261
2013;maandag;29-04-2013 t/m 30-04-2013;18;18:00      11:00 ;01:00     18:00;Evenementenplein Lucasbolwerk;Lucasbolwerk;Lucasbolwerk;137133;456096;5.126486;52.092829
2013;maandag;29-04-2013 t/m 30-04-2013;18;18:00      11:00 ;01:00     18:00;Evenementenplein Ledig erf Royal Flush;Tolsteegbarriere;;;;;
2013;maandag;29-04-2013 t/m 30-04-2013;18;18:00      11:00 ;01:00     18:00;Koninginnedag Voor Clarenburg;Voor clarenburg;;;;;
2013;maandag;29-04-2013 t/m 30-04-2013;18;18:00      11:00 ;01:00     18:00;Evenementenplein Rozenstraat;Rozenstraat;Rozenstraat;136362;456258;5.115221;52.094262
2013;maandag;29-04-2013 t/m 30-04-2013;18;18:00      11:00 ;01:00     18:00;Evenementenplein Asch van Wijcksplein WWG;Asch van Wijckskade;;;;;
2013;maandag;29-04-2013 t/m 30-04-2013;18;18:00      11:00 ;01:00     18:00;Evenementenplein Wijde Begijneplein;Wijde Begijneplein;;;;;
2013;maandag;29-04-2013 t/m 30-04-2013;18;18:00      11:00 ;01:00     18:00;Domplein;Domplein;Domplein;136760;455888;5.121057;52.090953
2013;dinsdag;30-04-2013;18;6:00;21:00;Koninginnedag Vleuten;Dorpsplein;Dorpsplein;129239;457734;5.011177;52.107242
2013;dinsdag;30-04-2013;18;7:00;14:00;Kindervrijmarkt ab harrewijnstraat;Ab harrewijnstraat;;;;;
2013;dinsdag;30-04-2013;18;8:00;14:00;Koninginnedag Tuindorp;Willem de Zwijgerplantsoen;Willem de Zwijgerplantsoen;137341;457715;5.129441;52.107385
2013;dinsdag;30-04-2013;18;8:00;16:00;Koninginnedag Zuilen;Julianapark;;;;;
2013;dinsdag;30-04-2013;18;8:00;17:00;Kindervrijmarkt;Twijnstraat;Twijnstraat;136907;455072;5.123243;52.083621
2013;dinsdag;30-04-2013;18;9:00;13:30;Parapluvergunning Vleuterweide Koninginnedag;Wkc Vleuterweide;;;;;
2013;dinsdag;30-04-2013;18;9:00;17:00;Koninginnemarkt Lombok;Kanaalstraat;Kanaalstraat;135548;455977;5.103364;52.091710
2013;dinsdag;30-04-2013;18;9:00;18:00;Koninginnedag Oog in Al;Händelstraat;Händelstraat;134309;455479;5.085317;52.087186
2013;dinsdag;30-04-2013;18;10:00;18:00;Koninginnedag Rijnsweerd;Jan Muschlaan;Jan Muschlaan;138904;455366;5.152367;52.086326
2013;dinsdag;30-04-2013;18;10:00;19:00;Koninginne Kinderen Lepelenburg;Lepelenburg;Lepelenburg;137189;455715;5.127324;52.089409
2013;dinsdag;30-04-2013;18;10:00;20:00;Koninginnedag De Meern;Castellumlaan;Castellumlaan;131029;455093;5.037487;52.083582
2013;dinsdag;30-04-2013;18;11:00;21:00;Koninginnedag Hemingway;Janskerkhof;Janskerkhof;136746;456088;5.120832;52.092745
2013;dinsdag;30-04-2013;18;11:00;21:00;Koninginnedag Janskerkhof;Janskerkhof;Janskerkhof;136746;456088;5.120832;52.092745
2013;dinsdag;30-04-2013;18;13:00;18:00;Koninginnedag het Zand;Aldo van Eyckmanplantsoen;;;;;
2013;dinsdag;30-04-2013;18;13:00;21:00;Koninginnedag Jansdam;Jansdam;Jansdam;136857;456078;5.122457;52.092660
2013;dinsdag;30-04-2013;18;13:00;21:00;Koninginnedag het Wed;Het Wed;;;;;
2013;dinsdag;30-04-2013;18;13:00;21:00;Koninginnedag Janskerkhof Beatrix;Janskerkhof;Janskerkhof;136746;456088;5.120832;52.092745
2013;dinsdag;30-04-2013;18;14:00;21:00;Koninginnedag Oudkerkhof;Oudkerkhof;Oudkerkhof;136705;455952;5.120249;52.091519
2013;donderdag;02-05-2013;;20:30;23:00;Las Nueve Open Air Tango;Korte Minrebroederstraat;Korte Minrebroederstraat;136709;456003;5.120304;52.091983
2013;zondag;05-05-2013;18;9:00;13:30;Nationale start 5 mei viering;Domplein;Domplein;136760;455888;5.121057;52.090953
2013;zaterdag;04-05-2013;18;9:00;17:00;Braderie de Klop;WKC de Klop;;;;;
2013;vrijdag;03-05-2013;18;12:00;16:00;Wereldrecordpoging waterballonnen overgooien;Griftpark;;;;;
2013;vrijdag;03-05-2013;18;12:00;16:00;Urban tour Plantage;Plantage;Plantage;135328;457186;5.100078;52.102566
2013;vrijdag;03-05-2013 t/m 27-09-2013;18;19:30;20:00;Utrecht Skate Parade;Lucasbolwerk;Lucasbolwerk;137133;456096;5.126486;52.092829
2013;zaterdag;04-05-2013;18;7:00;22:00;Opendag Moskee;Bernadottelaan;Bernadottelaan;134896;454192;5.093949;52.075645
2013;zaterdag;04-05-2013;18;14:00;16:00;Circus Diedom molenerf de ster;Molenerf de Ster;;;;;
2013;zaterdag;04-05-2013;18;19:30;20:30;Dodenherdenking Domplein;Domplein;Domplein;136760;455888;5.121057;52.090953
2013;zaterdag;04-05-2013;18;19:45;20:30;Dodenherdenking de Meern;Boelenslaan/Oranjelaan;;;;;
2013;zaterdag;04-05-2013;18;19:45;20:30;Dodenherdenking Vleuten;Bottensteinweg;Bottensteinweg;129375;457319;5.013191;52.103522
2013;zaterdag;04-05-2013;18;;;Openluchtbioscoop LAFF - Vrede van Utrecht film;Tolsteegbarriere;;;;;
2013;zondag;05-05-2013;18;7:00;17:00;Lombok 5 mei;Soendastraat;Soendastraat;134953;455916;5.094685;52.091139
2013;zondag;05-05-2013;18;7:00;17:00;Lombok 5 mei;Laurens Reaalstraat;Laurens Reaalstraat;135050;455727;5.096116;52.089446
2013;zondag;05-05-2013;18;7:00;17:00;Lombok 5 mei;Bankaplein;Bankaplein;134911;455780;5.094085;52.089912
2013;zondag;05-05-2013;18;7:00;17:00;Lombok 5 mei;Billitonkade;Billitonkade;134877;455824;5.093580;52.090305
2013;zondag;05-05-2013;18;7:00;17:00;Lombok 5 mei;Bankastraat;Bankastraat;134925;455643;5.094292;52.088686
2013;zondag;05-05-2013;18;7:00;17:00;Lombok 5 mei;Malakkastraat;Malakkastraat;134965;455807;5.094871;52.090160
2013;zondag;05-05-2013;18;7:00;17:00;Lombok 5 mei;Abel Tasmanstraat;Abel Tasmanstraat;135016;455752;5.095617;52.089666
2013;zondag;05-05-2013;18;7:00;17:00;Lombok 5 mei;Leidsekade;Leidsekade;134951;455580;5.094676;52.088121
2013;zondag;05-05-2013;18;7:00;17:00;Lombok 5 mei;Billitonstraat;Billitonstraat;134901;455687;5.093944;52.089081
2013;zondag;05-05-2013;18;7:00;22:00;Bevrijdingsdag Moskee;Bernadottelaan;Bernadottelaan;134896;454192;5.093949;52.075645
2013;zondag;05-05-2013;18;8:00;19:00;De Streekmarkt;Twijnstraat;Twijnstraat;136907;455072;5.123243;52.083621
2013;zondag;05-05-2013;18;11:00;17:00;Zondagse Platen en CD beurs;Janskerkhof;Janskerkhof;136746;456088;5.120832;52.092745
2013;zondag;05-05-2013;18;13:00;14:00;Optocht making peace expositie;Achter de Dom en route Maliebaan;;;;;
2013;zondag;05-05-2013;18;19:00;23:30;Bevrijdingsbal;Vorstelijk Complex ;;;;;
2013;maandag;05-05-2013;19;14:00;0:00;Zesuursloop;Wilhelminapark;Wilhelminapark;137946;455567;5.138372;52.088102
2013;donderdag;16-05-2013 t/m 26-05-2013;20;14:00 11:00 10:00 11:00 10:00 10:00;01:00 01:00 02:00 01:00 02:00 00:00;Spring Festival;Lucasbolwerk;Lucasbolwerk;137133;456096;5.126486;52.092829
2013;woensdag;08-05-2013 t/m 15-05-2013;19;18:00 10:00 10:00 10:00 ;00:00 00:00 00:00 00:00 ;LAFF Ledif Erf;Tolsteegbarriere;;;;;
2013;dinsdag;07-05-2013;19;19:00;20:00;Zomeravondcup;Atletiekbaan Maarschalkerweerd;;;;;
2013;donderdag;09-05-2013;19;6:00;20:30;De loop van Leidsche Rijn;Maximapark;;;;;
2013;donderdag;09-05-2013;19;8:00;18:30;Boerenfeest Ringkade;Ringkade;Ringkade;132707;452034;5.062171;52.056162
2013;donderdag;09-05-2013;19;9:00;17:00;Braderie Amsterdamsestraatweg;Amsterdamsestraatweg;Amsterdamsestraatweg;134864;457433;5.093292;52.104773
2013;donderdag;09-05-2013;19;12:00;17:00;Factonom;Vredenburg;Vredenburg;136182;456134;5.112608;52.093141
2013;donderdag;09-05-2013;;20:30;23:00;Las Nueve Open Air Tango;Korte Minrebroederstraat;Korte Minrebroederstraat;136709;456003;5.120304;52.091983
2013;zaterdag;11-05-2013;19;9:30;13:00;Kindervrijmarkt Lunetten;WKC Lunetten;;;;;
2013;zaterdag;11-05-2013;19;10:00;17:00;Braderie Rokade;Zwanenvechtlaan;Zwanenvechtlaan;134570;458497;5.088946;52.114324
2013;zaterdag;11-05-2013;19;10:00;18:00;Nationale Molendag;Molenerf de Ster;;;;;
2013;zaterdag;11-05-2013;19;13:00;19:00;Dew picknick tour;Griftpark;;;;;
2013;zondag;12-05-2013;19;9:30;12:15;Ommegang Eureloy 2013;Mariaplaats;Mariaplaats;136563;455768;5.118189;52.089861
2013;zondag;12-05-2013;19;9:30;12:15;Ommegang Eureloy 2013;Lange Nieuwstraat;Lange Nieuwstraat;136903;455571;5.123153;52.088109
2013;zondag;12-05-2013;19;9:30;12:15;Ommegang Eureloy 2013;Domplein;Domplein;136760;455888;5.121057;52.090953
2013;zondag;12-05-2013;19;10:00;22:00;Afstudeervoorstelling HKU Orthello;Beatrixpark;;;;;
2013;maandag;13-05-2013 t/m 16-05-2013;20;17:00;20:00;58e avondvierdaagse noordwest;Klokkenveld en route;;;;;
2013;woensdag;15-05-2013;20;13:00;17:00;Wonderlijk ontmoeten;Tigrisdreef;Tigrisdreef;135692;459729;5.105250;52.125437
2013;woensdag;15-05-2013;20;13:30;17:30;Banenmarkt;Cambridgelaan;Cambridgelaan;139998;455070;5.168339;52.083690
2013;woensdag;15-05-2013;20;17:00;18:00;Onthullinsevenement UCK;Korte Minrebroederstraat;Korte Minrebroederstraat;136709;456003;5.120304;52.091983
2013;donderdag;16-05-2013 t/m 17-05-2013;20;9:00;17:00;Philosophers rally;Janskerkhof;Janskerkhof;136746;456088;5.120832;52.092745
2013;dinsdag;17-05-2013 t/m 26-05-2013;20;20:00 15:00 13:00 16:30 15:00 14:00;19:00 22:30 22:30 22:30 22:30 16:30;Circus Renz;Amaliapark;;;;;
2013;donderdag;16-05-2016;;20:30;23:00;Las Nueve Open Air Tango;Korte Minrebroederstraat;Korte Minrebroederstraat;136709;456003;5.120304;52.091983
2013;vrijdag;17-05-2013;20;16:00;20:00;De oude tijd bestaat 80 jaar;Janskerkhof;Janskerkhof;136746;456088;5.120832;52.092745
2013;vrijdag;17-05-2013;20;18:00;23:00;internationale dag tegen homofobie;Jacobibrug;;;;;
2013;zaterdag;18-05-2013;20;9:00;17:00;Braderie WKC Rijnbaan;WKC Rijnbaan;;;;;
2013;zaterdag;18-05-2013;20;10:00;17:00;Rommelmarkt henriettedreef;Henriettedreef;;;;;
2013;zondag;19-05-2013 t/m 20-05-2013;20;10:00;17:00;De Buitenmarkt;Griftpark;;;;;
2013;zondag;19-05-2013;20;11:00;12:30;Jongeren sportdag turkse gemeenschap;Neude;Neude;136588;456080;5.118539;52.092668
2013;zondag;19-05-2013;20;11:00;16:00;Buitenlunch;Abraham Dolehof;Abraham Dolehof;136859;455572;5.122516;52.088112
2013;zondag;19-05-2013;20;12:00;19:00;Roeiregatta;Oudegracht;Oudegracht;136413;456451;5.115957;52.095996
2013;zondag;19-05-2013;20;21:00;1:00;Golden tentfeest;Joostenlaan;Joostenlaan;128693;458814;5.003115;52.116921
2013;maandag;20-05-2013 t/m 17-06-2013;21;;;Objectvergunning wilhelmina Revisited;Wilhelminapark;Wilhelminapark;137946;455567;5.138372;52.088102
2013;dinsdag;21-05-2013;21;10:00;22:00;Afstudeervoorstelling HKU Orthello;Beatrixpark;;;;;
2013;woensdag;22-05-2013;21;14:00;16:00;Atletiek in het park 2;Julianapark;;;;;
2013;dinsdag;22-05-2013;21;19:00;20:00;Zomeravondcup;Atletiekbaan Overvecht;;;;;
2013;donderdag;23-05-2013;21;12:00;17:00;Factonom;Vredenburg;Vredenburg;136182;456134;5.112608;52.093141
2013;donderdag;23-05-2013;;20:30;23:00;Las Nueve Open Air Tango;Korte Minrebroederstraat;Korte Minrebroederstraat;136709;456003;5.120304;52.091983
2013;zaterdag;25-05-2013;21;8:00;17:00;Dag van het aangespannen paard;Yalelaan, Marburglaan, Munsterlaan;;;;;
2013;zaterdag;25-05-2013;21;11:00;21:00;PS2013;Nijverheidsweg ;;;;;
2013;zaterdag;25-05-2013;21;10:00;17:00;Voorjaarsmarkt Starpromotions;Rijnlaan;Rijnlaan;136298;454192;5.114398;52.075688
2013;zaterdag;25-05-2013;21;10:00;18:30;Kunstmarkt Halve Maan;Herderplein;Herderplein;134068;455824;5.081777;52.090282
2013;zaterdag;25-05-2013;21;11:00;14:00;Parapluvergunning WKC Parkwijk Poppentheater;WKC Parkwijk;;;;;
2013;zaterdag;25-05-2013;21;11:00;17:00;Zelfgemaakte markt;Mariaplaats;Mariaplaats;136563;455768;5.118189;52.089861
2013;zaterdag;25-05-2013;14;15:00;17:30;Vrede met religie in LR;Langerakbaan;Langerakbaan;132419;455348;5.057753;52.085936
2013;zondag;26-05-2013;21;12:00;16:00;Dag van het julianapark;Julianapark;;;;;
2013;zaterdag;06-07-2013;;12:00;1:00;Straatfeest Zonstraat;Zonstraat;Zonstraat;137462;455277;5.131323;52.085485
2013;zondag;26-05-2013;21;13:00;18:30;Dag van het Wilhelminapark;Wilhelminapark;Wilhelminapark;137946;455567;5.138372;52.088102
2013;maandag;27-05-2013 t/m 28-05-2013;22;18:30;20:30;Avondtweedaagse;Krugerstraat en route;;;;;
2013;dinsdag;28-05-2013 t/m 31-05-2013;22;18:30;22:00;Avondvierdaagse de meern;Sportpark Fletiomare;;;;;
2013;zaterdag;01-06-2013;22;15:00;1:00;Counter Culture festival;Julianapark;;;;;
2013;donderdag;30-05-2013;22;19:00;21:00;CS Veritas dies natalis barbecue;Hieronymusplantsoen;Hieronymusplantsoen;137141;455864;5.126617;52.090745
2013;donderdag;30-05-2013;22;20:30;23:00;Tango touch Festival;Korte Minrebroederstraat;Korte Minrebroederstraat;136709;456003;5.120304;52.091983
2013;donderdag;30-05-2013;;20:30;23:00;Las Nueve Open Air Tango;Korte Minrebroederstraat;Korte Minrebroederstraat;136709;456003;5.120304;52.091983
2013;vrijdag;31-05-2013;16;7:00;11:30;Domdomdomrally;Domplein;Domplein;136760;455888;5.121057;52.090953
2013;zaterdag;01-06-2016;22;9:30;16:30;Grasvolleybaltoernooi Limes;Maximapark;;;;;
2013;zaterdag;01-06-2013;22;11:00;23:00;Nacht van de fooi;Domplein;Domplein;136760;455888;5.121057;52.090953
2013;vrijdag;31-05-2013 t/m 02-06-2013;22;10:00 10:00 10:00 ;21:00 21:00 18:00;Italie Event;Kasteel de Haar;;;;;
2013;vrijdag;31-05-2013 t/m 02-06-2013;22;;;Betonkanorace;Catharijnesingel;Catharijnesingel;136128;455995;5.111828;52.091888
2013;vrijdag;31-05-2013 t/m 02-06-2013;22;;;Betonkanorace;Oudegracht;Oudegracht;136413;456451;5.115957;52.095996
2013;zondag;02-06-2013;22;8:00;16:00;Classico Giro;Uithof;;;;;
2013;zaterdag;01-06-2013;22;8:00;18:00;Special Olympics regionale spelen;Sportpark Zuilenselaan;;;;;
2013;zaterdag;01-06-2013 t/m 02-06-2013;22;9:00;18:00;Zomermarkt WKC Overvecht;WKC Overvecht;;;;;
2013;zaterdag;01-06-2013;22;10:00;16:00;Campina open boerderijdag;Thematerkade;Thematerkade;128021;460369;4.993181;52.130866
2013;zaterdag;01-06-2013;22;10:00;16:00;Dag van de bouw stadskantoor;Montageweg;;;;;
2013;zaterdag;01-06-2013;22;11:00;14:00;Parapluvergunning WKC Parkwijk Kinderfestival;WKC Parkwijk;;;;;
2013;zaterdag;01-06-2013;22;11:00;15:00;Ondernemersboulevard WKC Vleuterweide;Wkc Vleuterweide;;;;;
2013;zaterdag;01-06-2013;22;13:00;21:00;Benefietconcert Veritas;Lepelenburg;Lepelenburg;137189;455715;5.127324;52.089409
2013;zondag;02-06-2013;22;8:00;17:00;Rommelmarkt Agamemnondreef;Agamemnondreef;Agamemnondreef;137513;458560;5.131904;52.114994
2013;zondag;02-06-2013;22;8:00;19:00;De Streekmarkt;Twijnstraat;Twijnstraat;136907;455072;5.123243;52.083621
2013;donderdag;20-06-2013 t/m 22-09-2013;25;10:00;18:00;Call of the mall;Hoog Catharijne;;;;;
2013;donderdag;20-06-2013 t/m 22-09-2013;25;10:00;18:00;Call of the mall;Vredenburg;Vredenburg;136182;456134;5.112608;52.093141
2013;donderdag;20-06-2013 t/m 22-09-2013;25;10:00;18:00;Call of the mall;Jaarbeurs;;;;;
2013;donderdag;20-06-2013 t/m 22-09-2013;25;10:00;18:00;Call of the mall;Centraal Station;;;;;
2013;zondag;02-06-2013;;10:00;21:00;Volksconcert Zuilen;Julianapark;;;;;
2013;zondag;02-06-2013;22;11:30;18:00;Culturele Zondag Vocaal Kabaal;Korte Minrebroederstraat;Korte Minrebroederstraat;136709;456003;5.120304;52.091983
